File Alpha ROC-AUC AVG-Precision
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Annotation.R_0.7.out 0.4 0.9408751480045175 0.267659252240564
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Annotation.R_0.7.out 0.5 0.9380534589399543 0.2622341582665129
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Annotation.R_0.7.out 0.6000000000000001 0.9354028568041692 0.2606320913246215
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Annotation.R_0.7.out 0.7000000000000001 0.9341376246536338 0.26059530896915367
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Annotation.R_0.7.out 0.8 0.9337425715585475 0.2605680400230831
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Annotation.R_0.7.out 0.9 0.9337410527832573 0.2605680223749553
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Annotation.R_0.7.out 1.0 0.8181516268454454 0.08022081209698946
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Annotation.R_0.8.out 0.0 0.8834655209188432 0.17288286528111516
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Annotation.R_0.8.out 0.1 0.9212746290048961 0.21339088093637792
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Annotation.R_0.8.out 0.2 0.939365690701446 0.24512764683452504
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Annotation.R_0.8.out 0.30000000000000004 0.9437802276236777 0.25900116280970065
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Annotation.R_0.8.out 0.4 0.9430481449645435 0.2599571595778249
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Annotation.R_0.8.out 0.5 0.9407484814181922 0.25479086129984424
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Annotation.R_0.8.out 0.6000000000000001 0.9383490341958223 0.2534887865869541
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Annotation.R_0.8.out 0.7000000000000001 0.9370885076788806 0.2534588614177089
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Annotation.R_0.8.out 0.8 0.9369062522535293 0.2534549038077417
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Annotation.R_0.8.out 0.9 0.9369062537476026 0.2534549038253117
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Annotation.R_0.8.out 1.0 0.8280626464547278 0.07787697922963215
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Annotation.R_0.9.out 0.0 0.8834655209188432 0.17288286528111516
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Annotation.R_0.9.out 0.1 0.9226406258399649 0.2089929202764921
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Annotation.R_0.9.out 0.2 0.9412033476452903 0.23430778077951148
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Annotation.R_0.9.out 0.30000000000000004 0.9450555689728316 0.2416190341898253
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Annotation.R_0.9.out 0.4 0.9439274249183579 0.24081712266088873
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Annotation.R_0.9.out 0.5 0.9422875237128976 0.23728679808258502
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Annotation.R_0.9.out 0.6000000000000001 0.9412276548230671 0.23654908699999827
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Annotation.R_0.9.out 0.7000000000000001 0.9405222647791067 0.23652609178152362
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Annotation.R_0.9.out 0.8 0.9403815068406528 0.2365247151904139
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Annotation.R_0.9.out 0.9 0.9403815128169459 0.23652471525585334
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Annotation.R_0.9.out 1.0 0.8327347800869209 0.06606039566395934
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Annotation.R_1.0.out 0.0 0.8834655209188432 0.17288286528111516
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Annotation.R_1.0.out 0.1 0.9295696395329383 0.21295723005728764
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Annotation.R_1.0.out 0.2 0.9519998390464738 0.24021037485035593
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Annotation.R_1.0.out 0.30000000000000004 0.9583806459277403 0.25122163727576713
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Annotation.R_1.0.out 0.4 0.9588478301913923 0.2543709020120016
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Annotation.R_1.0.out 0.5 0.958242415961274 0.25435355643602664
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Annotation.R_1.0.out 0.6000000000000001 0.9575729167448254 0.2541518471691894
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Annotation.R_1.0.out 0.7000000000000001 0.9569287183644887 0.2541203347850178
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Annotation.R_1.0.out 0.8 0.9566435548570783 0.25411287244896563
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Annotation.R_1.0.out 0.9 0.956643557646015 0.2541128724749165
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Annotation.R_1.0.out 1.0 0.9159364253532437 0.07350542335830829
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Complete.R_0.1.out 0.0 0.8834655209188432 0.17288286528111516
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Complete.R_0.1.out 0.1 0.8979894364457288 0.18749300870981853
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Complete.R_0.1.out 0.2 0.9012416759935935 0.20254073294945868
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Complete.R_0.1.out 0.30000000000000004 0.8892779407896388 0.21543244658366256
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Complete.R_0.1.out 0.4 0.8615509881476452 0.21833738451416818
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Complete.R_0.1.out 0.5 0.8165986067979831 0.1992285304908103
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Complete.R_0.1.out 0.6000000000000001 0.7596592552135744 0.17580920991381743
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Complete.R_0.1.out 0.7000000000000001 0.6994152025866599 0.14787530758515732
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Complete.R_0.1.out 0.8 0.6367962418949301 0.14243867096585305
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Complete.R_0.1.out 0.9 0.6365526478887493 0.14243562655455744
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Complete.R_0.1.out 1.0 0.4870152991340737 0.06831487530614183
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Complete.R_0.2.out 0.0 0.8834655209188432 0.17288286528111516
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Complete.R_0.2.out 0.1 0.8994990832968971 0.1885896544050114
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Complete.R_0.2.out 0.2 0.9030173382094266 0.20470658162357658
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Complete.R_0.2.out 0.30000000000000004 0.8904862921261818 0.21735114641074524
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Complete.R_0.2.out 0.4 0.8615705508957253 0.21396285250756947
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Complete.R_0.2.out 0.5 0.8158114800389404 0.19277282269171986
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Complete.R_0.2.out 0.6000000000000001 0.7625039414026612 0.17466272969260505
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Complete.R_0.2.out 0.7000000000000001 0.7106460805540903 0.15265353416380362
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Complete.R_0.2.out 0.8 0.6528581958486853 0.14807778689888917
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Complete.R_0.2.out 0.9 0.6526536380926875 0.1480751982304164
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Complete.R_0.2.out 1.0 0.509865700631555 0.061347584717542786
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Complete.R_0.3.out 0.0 0.8834655209188432 0.17288286528111516
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Complete.R_0.3.out 0.1 0.9027034143890299 0.20127752899806267
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Complete.R_0.3.out 0.2 0.9088074709891234 0.23014541204958394
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Complete.R_0.3.out 0.30000000000000004 0.8999966086030646 0.24910837863879406
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Complete.R_0.3.out 0.4 0.8779162911699449 0.24812583347022288
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Complete.R_0.3.out 0.5 0.8442161716119103 0.2235213795229707
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Complete.R_0.3.out 0.6000000000000001 0.8073837689602293 0.21046305880593127
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Complete.R_0.3.out 0.7000000000000001 0.7766832730321871 0.2042315955742471
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Complete.R_0.3.out 0.8 0.7589820838810368 0.20355674858050052
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Complete.R_0.3.out 0.9 0.7589819816864246 0.2035567470888216
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Complete.R_0.3.out 1.0 0.6169909560686568 0.06463693272377298
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Complete.R_0.4.out 0.0 0.8834655209188432 0.17288286528111516
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Complete.R_0.4.out 0.1 0.9061997851122213 0.2080164539078061
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Complete.R_0.4.out 0.2 0.9149881640859524 0.24351793716572992
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Complete.R_0.4.out 0.30000000000000004 0.9103889884922801 0.26421179985775745
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Complete.R_0.4.out 0.4 0.8957297990727127 0.26486097544391546
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Complete.R_0.4.out 0.5 0.8731455415796056 0.24687556191160137
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Complete.R_0.4.out 0.6000000000000001 0.8493198609897089 0.23905880082500852
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Complete.R_0.4.out 0.7000000000000001 0.8294436084257808 0.23480242048705274
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Complete.R_0.4.out 0.8 0.8153300000837378 0.23425292059972935
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Complete.R_0.4.out 0.9 0.8153249077839794 0.23425284367807303
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Complete.R_0.4.out 1.0 0.6781751176018196 0.07102615370253984
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Complete.R_0.5.out 0.0 0.8834655209188432 0.17288286528111516
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Complete.R_0.5.out 0.1 0.913689679691118 0.21538971408266833
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Complete.R_0.5.out 0.2 0.927426384940265 0.2575725844562505
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Complete.R_0.5.out 0.30000000000000004 0.9282658088956907 0.2805702901616276
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Complete.R_0.5.out 0.4 0.9221506555145411 0.28365846608153533
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Complete.R_0.5.out 0.5 0.9117743194822172 0.27151710345126157
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Complete.R_0.5.out 0.6000000000000001 0.9006077859220409 0.26718014312021826
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Complete.R_0.5.out 0.7000000000000001 0.890457255559046 0.2656820734825913
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Complete.R_0.5.out 0.8 0.8841039412197866 0.2655034533979542
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Complete.R_0.5.out 0.9 0.8841039426142551 0.2655034534167963
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Complete.R_0.5.out 1.0 0.755916613254294 0.07563042191921811
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Complete.R_0.6.out 0.0 0.8834655209188432 0.17288286528111516
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Complete.R_0.6.out 0.1 0.9154651580363331 0.2194574025787284
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Complete.R_0.6.out 0.2 0.9295039080280523 0.2624089376943985
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Complete.R_0.6.out 0.30000000000000004 0.9309171831187437 0.2825200609622523
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Complete.R_0.6.out 0.4 0.9268196211137539 0.2866704517989286
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Complete.R_0.6.out 0.5 0.9199857369091283 0.27786939564241064
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Complete.R_0.6.out 0.6000000000000001 0.912984020664165 0.27462342143991525
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Complete.R_0.6.out 0.7000000000000001 0.9094063152810107 0.27446891728334166
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Complete.R_0.6.out 0.8 0.9077250015516201 0.2743156847554725
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Complete.R_0.6.out 0.9 0.9076944645862954 0.2743152900462527
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Complete.R_0.6.out 1.0 0.7857790131094382 0.06945030021275796
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Complete.R_0.7.out 0.0 0.8834655209188432 0.17288286528111516
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Complete.R_0.7.out 0.1 0.9180012640079068 0.21896625190151403
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Complete.R_0.7.out 0.2 0.9337866267992935 0.2605639440333893
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Complete.R_0.7.out 0.30000000000000004 0.9360771057791759 0.2806173139652402
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Complete.R_0.7.out 0.4 0.9332951252977711 0.28454195640462415
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Complete.R_0.7.out 0.5 0.9283955335014004 0.27687535086760195
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Complete.R_0.7.out 0.6000000000000001 0.9227560270141637 0.27424285394921777
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Complete.R_0.7.out 0.7000000000000001 0.9191427017287856 0.27418803615861226
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Complete.R_0.7.out 0.8 0.9190177695125246 0.2741894291125399
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Complete.R_0.7.out 0.9 0.9190177719030417 0.2741894291420592
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Complete.R_0.7.out 1.0 0.8037572880110149 0.06480448068724833
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Complete.R_0.8.out 0.0 0.8834655209188432 0.17288286528111516
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Complete.R_0.8.out 0.1 0.9220135042689822 0.2249159494899744
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Complete.R_0.8.out 0.2 0.9391562515590344 0.2687141741344627
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Complete.R_0.8.out 0.30000000000000004 0.9410765045591083 0.28760619668006465
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Complete.R_0.8.out 0.4 0.9382056747271732 0.2932497613284503
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Complete.R_0.8.out 0.5 0.9351490233161799 0.2903243022652646
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Complete.R_0.8.out 0.6000000000000001 0.9328290721471959 0.2889895448056563
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Complete.R_0.8.out 0.7000000000000001 0.9320211220406457 0.2889860902965825
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Complete.R_0.8.out 0.8 0.9318269737919954 0.28897175224796756
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Complete.R_0.8.out 0.9 0.9318219670528335 0.2889716974826099
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Complete.R_0.8.out 1.0 0.8198843847051793 0.05740510114846464
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Complete.R_0.9.out 0.0 0.8834655209188432 0.17288286528111516
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Complete.R_0.9.out 0.1 0.9280611851514562 0.22299496434243182
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Complete.R_0.9.out 0.2 0.9493417289434507 0.2628743977071997
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Complete.R_0.9.out 0.30000000000000004 0.9547461914082517 0.2818844553436477
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Complete.R_0.9.out 0.4 0.9545897222932231 0.28920204159014223
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Complete.R_0.9.out 0.5 0.9532112424759104 0.28938407820717554
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Complete.R_0.9.out 0.6000000000000001 0.9523072222622784 0.28890918176680086
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Complete.R_0.9.out 0.7000000000000001 0.9520705651387259 0.2888945594526675
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Complete.R_0.9.out 0.8 0.9518903550000881 0.28888935801638616
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Complete.R_0.9.out 0.9 0.9518903624704546 0.2888893580873786
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Complete.R_0.9.out 1.0 0.8914932730630548 0.06213196815084107
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Complete.R_1.0.out 0.0 0.8834655209188432 0.17288286528111516
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Complete.R_1.0.out 0.1 0.927228249259046 0.2329869771562032
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Complete.R_1.0.out 0.2 0.947868620301746 0.281254860448593
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Complete.R_1.0.out 0.30000000000000004 0.9526268643991375 0.30643682755865415
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Complete.R_1.0.out 0.4 0.9520325249373954 0.31825896489148575
chembl23_GS3_v2.mphase_gt_0.txt.co.CM_Complete.R_1.0.out 0.5 0.950397100871922 0.31954648330926655
