chembl_id	chembl_id	MIN(pp.accession)	MIN(pp.description)	MIN(do.source_domain_id)	MIN(act.standard_value)	AVG(act.standard_value)	MAX(act.standard_value)	MIN(ms.synonyms)	MIN(canonical_smiles)	MIN(pp.organism)	MIN(td.target_type)
CHEMBL1287620	CHEMBL1276292	P9WQA3	Fructose-bisphosphate aldolase	PF01116	170.000000000000000000000000000000	170.000000000000000000000000000000	170.000000000000000000000000000000	NULL	OCCCN(O)C(=O)COP(=O)(O)O	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	SINGLE PROTEIN
CHEMBL1293297	CHEMBL1388689	P9WMN3	Bifunctional protein GlmU	PF00132	1790.000000000000000000000000000000	1790.000000000000000000000000000000	1790.000000000000000000000000000000	NULL	COc1ccc(\\C=C/2\\C(=O)NC(=O)N(Cc3occc3)C2=O)cc1	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	SINGLE PROTEIN
CHEMBL1293297	CHEMBL1987928	P9WMN3	Bifunctional protein GlmU	PF00132	7790.000000000000000000000000000000	7790.000000000000000000000000000000	7790.000000000000000000000000000000	NULL	Oc1ccc(\\C=N\\N2C(=O)CSC2=S)c(O)c1O	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	SINGLE PROTEIN
CHEMBL1293297	CHEMBL33864	P9WMN3	Bifunctional protein GlmU	PF00132	3910.000000000000000000000000000000	3910.000000000000000000000000000000	3910.000000000000000000000000000000	Lipoic acid, alpha	OC(=O)CCCCC1CCSS1	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	SINGLE PROTEIN
CHEMBL1293297	CHEMBL416615	P9WMN3	Bifunctional protein GlmU	PF00132	1000.000000000000000000000000000000	1000.000000000000000000000000000000	1000.000000000000000000000000000000	NULL	OC1OC2COC(=O)c3cc(O)c(O)c(O)c3c4c(O)c(O)c5OC(=O)c6c(c(O)c(O)c7OC(=O)c4c5c67)c8c(O)c(O)c(O)cc8C(=O)OC2C(O)C1O	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	SINGLE PROTEIN
CHEMBL1667699	CHEMBL1818380	P9WKK7	Isocitrate lyase	PF00463	200.000000000000000000000000000000	200.000000000000000000000000000000	200.000000000000000000000000000000	NULL	CCN1C=C(C(=O)O)C(=O)c2cc(F)c(cc12)N3CCN(CC3)C(=O)CC[N+](=O)[O-]	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	SINGLE PROTEIN
CHEMBL1667699	CHEMBL1818381	P9WKK7	Isocitrate lyase	PF00463	120.000000000000000000000000000000	120.000000000000000000000000000000	120.000000000000000000000000000000	NULL	OC(=O)C1=CN(C2CC2)c3cc(N4CCN(CC4)C(=O)CC[N+](=O)[O-])c(F)cc3C1=O	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	SINGLE PROTEIN
CHEMBL1667699	CHEMBL1818382	P9WKK7	Isocitrate lyase	PF00463	1460.000000000000000000000000000000	1460.000000000000000000000000000000	1460.000000000000000000000000000000	NULL	CCN1C=C(C(=O)O)C(=O)c2cc(F)c(N3CCN(CC3C)C(=O)CC[N+](=O)[O-])c(F)c12	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	SINGLE PROTEIN
CHEMBL1667699	CHEMBL1818383	P9WKK7	Isocitrate lyase	PF00463	100.000000000000000000000000000000	100.000000000000000000000000000000	100.000000000000000000000000000000	NULL	COc1c2N(C=C(C(=O)O)C(=O)c2cc(F)c1N3C(C)CN(CC3C)C(=O)CC[N+](=O)[O-])C4CC4	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	SINGLE PROTEIN
CHEMBL1681615	CHEMBL106	P9WPP7	Mycocyclosin synthase	PB017150	6000.000000000000000000000000000000	6000.000000000000000000000000000000	6000.000000000000000000000000000000	Diflucan	OC(Cn1cncn1)(Cn2cncn2)c3ccc(F)cc3F	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	SINGLE PROTEIN
CHEMBL1744527	CHEMBL1163074	P9WJM9	L-cysteine:1D-myo-inositol 2-amino-2-deoxy-alpha-D-glucopyranoside ligase	PF01406	48.500000000000000000000000000000	49.250000000000000000000000000000	50.000000000000000000000000000000	NULL	N[C@@H](CS)C(=O)NS(=O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3c(N)ncnc23	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	SINGLE PROTEIN
CHEMBL1744528	CHEMBL1762027	P9WQP7	3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase	PF01073	9000.000000000000000000000000000000	9000.000000000000000000000000000000	9000.000000000000000000000000000000	NULL	C[C@]12CC[C@H]3[C@@H](CNC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2C5=N[C@@H]([C@H](O5)c6ccccc6)c7ccccc7	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	SINGLE PROTEIN
CHEMBL1744528	CHEMBL1762028	P9WQP7	3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase	PF01073	500.000000000000000000000000000000	500.000000000000000000000000000000	500.000000000000000000000000000000	NULL	CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CNC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	SINGLE PROTEIN
CHEMBL1744528	CHEMBL1762029	P9WQP7	3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase	PF01073	8000.000000000000000000000000000000	8000.000000000000000000000000000000	8000.000000000000000000000000000000	NULL	CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@H](C)NC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	SINGLE PROTEIN
CHEMBL1772929	CHEMBL1235660	P9WMC1	HTH-type transcriptional regulator EthR	PF00440	500.000000000000000000000000000000	500.000000000000000000000000000000	500.000000000000000000000000000000	NULL	O=C(Cc1cccs1)N2CCC(CC2)c3onc(n3)c4cccs4	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	SINGLE PROTEIN
CHEMBL1772929	CHEMBL1773785	P9WMC1	HTH-type transcriptional regulator EthR	PF00440	5600.000000000000000000000000000000	5600.000000000000000000000000000000	5600.000000000000000000000000000000	NULL	O=C(Cc1ccccc1)N2CCC(CC2)c3onc(n3)c4cccs4	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	SINGLE PROTEIN
CHEMBL1772929	CHEMBL1773953	P9WMC1	HTH-type transcriptional regulator EthR	PF00440	900.000000000000000000000000000000	900.000000000000000000000000000000	900.000000000000000000000000000000	NULL	CC(C)CCC(=O)N1CCC(CC1)c2onc(n2)c3cccs3	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	SINGLE PROTEIN
CHEMBL1772929	CHEMBL1773960	P9WMC1	HTH-type transcriptional regulator EthR	PF00440	1100.000000000000000000000000000000	1100.000000000000000000000000000000	1100.000000000000000000000000000000	NULL	O=C(CC1CC1)N2CCC(CC2)c3onc(n3)c4cccs4	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	SINGLE PROTEIN
CHEMBL1772929	CHEMBL1773961	P9WMC1	HTH-type transcriptional regulator EthR	PF00440	1500.000000000000000000000000000000	1500.000000000000000000000000000000	1500.000000000000000000000000000000	NULL	O=C(CC1CCCC1)N2CCC(CC2)c3onc(n3)c4cccs4	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	SINGLE PROTEIN
CHEMBL1772929	CHEMBL1773962	P9WMC1	HTH-type transcriptional regulator EthR	PF00440	3500.000000000000000000000000000000	3500.000000000000000000000000000000	3500.000000000000000000000000000000	NULL	O=C(CC1CCCCC1)N2CCC(CC2)c3onc(n3)c4cccs4	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	SINGLE PROTEIN
CHEMBL1772929	CHEMBL1773966	P9WMC1	HTH-type transcriptional regulator EthR	PF00440	100.000000000000000000000000000000	1100.000000000000000000000000000000	1600.000000000000000000000000000000	NULL	FC(F)(F)CCC(=O)N1CCC(CC1)c2onc(n2)c3cccs3	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	SINGLE PROTEIN
CHEMBL1772929	CHEMBL1773975	P9WMC1	HTH-type transcriptional regulator EthR	PF00440	400.000000000000000000000000000000	1466.666666666666666666666666666667	2000.000000000000000000000000000000	NULL	FC(F)(F)CCC(=O)N1CC[C@H](C1)c2onc(n2)c3cccs3	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	SINGLE PROTEIN
CHEMBL1772929	CHEMBL1944650	P9WMC1	HTH-type transcriptional regulator EthR	PF00440	7900.000000000000000000000000000000	7900.000000000000000000000000000000	7900.000000000000000000000000000000	NULL	Fc1ccc(cc1)c2noc(n2)C3CCN(CC3)C(=O)CCC(F)(F)F	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	SINGLE PROTEIN
CHEMBL1772929	CHEMBL1945700	P9WMC1	HTH-type transcriptional regulator EthR	PF00440	1300.000000000000000000000000000000	1300.000000000000000000000000000000	1300.000000000000000000000000000000	NULL	FC(F)(F)CCC(=O)N1CCC(CC1)c2onc(Cc3cccs3)n2	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	SINGLE PROTEIN
CHEMBL1772929	CHEMBL1945701	P9WMC1	HTH-type transcriptional regulator EthR	PF00440	500.000000000000000000000000000000	1650.000000000000000000000000000000	2800.000000000000000000000000000000	NULL	FC(F)(F)CCC(=O)N1CCC(CC1)c2onc(n2)c3nccs3	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	SINGLE PROTEIN
CHEMBL1772929	CHEMBL1945811	P9WMC1	HTH-type transcriptional regulator EthR	PF00440	2500.000000000000000000000000000000	2500.000000000000000000000000000000	2500.000000000000000000000000000000	NULL	FC(F)(F)CCC(=O)N1CCC(CC1)c2onc(n2)c3cncs3	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	SINGLE PROTEIN
CHEMBL1772929	CHEMBL1945812	P9WMC1	HTH-type transcriptional regulator EthR	PF00440	200.000000000000000000000000000000	600.000000000000000000000000000000	1000.000000000000000000000000000000	NULL	COc1ccc2nc(sc2c1)c3noc(n3)C4CCN(CC4)C(=O)CCC(F)(F)F	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	SINGLE PROTEIN
CHEMBL1772929	CHEMBL1945813	P9WMC1	HTH-type transcriptional regulator EthR	PF00440	500.000000000000000000000000000000	4800.000000000000000000000000000000	9100.000000000000000000000000000000	NULL	FC(F)(F)CCC(=O)N1CCC(CC1)c2onc(n2)c3ccccc3	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	SINGLE PROTEIN
CHEMBL1772929	CHEMBL1945815	P9WMC1	HTH-type transcriptional regulator EthR	PF00440	9000.000000000000000000000000000000	9000.000000000000000000000000000000	9000.000000000000000000000000000000	NULL	FC(F)(F)CCC(=O)N1CCC(CC1)c2onc(n2)c3ncccn3	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	SINGLE PROTEIN
CHEMBL1772929	CHEMBL1945817	P9WMC1	HTH-type transcriptional regulator EthR	PF00440	4300.000000000000000000000000000000	4300.000000000000000000000000000000	4300.000000000000000000000000000000	NULL	FC(F)(F)CCC(=O)N1CCC(CC1)c2onc(n2)c3cccnc3	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	SINGLE PROTEIN
CHEMBL1772929	CHEMBL1945818	P9WMC1	HTH-type transcriptional regulator EthR	PF00440	9300.000000000000000000000000000000	9300.000000000000000000000000000000	9300.000000000000000000000000000000	NULL	FC(F)(F)CCC(=O)N1CCC(CC1)c2onc(n2)c3ccncc3	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	SINGLE PROTEIN
CHEMBL1772929	CHEMBL1945820	P9WMC1	HTH-type transcriptional regulator EthR	PF00440	1000.000000000000000000000000000000	1000.000000000000000000000000000000	1000.000000000000000000000000000000	NULL	Fc1cccc(c1)c2noc(n2)C3CCN(CC3)C(=O)CCC(F)(F)F	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	SINGLE PROTEIN
CHEMBL1772929	CHEMBL1945821	P9WMC1	HTH-type transcriptional regulator EthR	PF00440	6300.000000000000000000000000000000	6300.000000000000000000000000000000	6300.000000000000000000000000000000	NULL	FC(F)(F)CCC(=O)N1CCC(CC1)c2onc(n2)c3ccccc3Cl	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	SINGLE PROTEIN
CHEMBL1772929	CHEMBL1945962	P9WMC1	HTH-type transcriptional regulator EthR	PF00440	1100.000000000000000000000000000000	1100.000000000000000000000000000000	1100.000000000000000000000000000000	NULL	FC(F)(F)CCC(=O)N1CCC(CC1)c2onc(n2)c3ccc(Cl)cc3	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	SINGLE PROTEIN
CHEMBL1772929	CHEMBL1945963	P9WMC1	HTH-type transcriptional regulator EthR	PF00440	1200.000000000000000000000000000000	1200.000000000000000000000000000000	1200.000000000000000000000000000000	NULL	Cc1ccccc1c2noc(n2)C3CCN(CC3)C(=O)CCC(F)(F)F	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	SINGLE PROTEIN
CHEMBL1772929	CHEMBL1945964	P9WMC1	HTH-type transcriptional regulator EthR	PF00440	2300.000000000000000000000000000000	2300.000000000000000000000000000000	2300.000000000000000000000000000000	NULL	Cc1cccc(c1)c2noc(n2)C3CCN(CC3)C(=O)CCC(F)(F)F	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	SINGLE PROTEIN
CHEMBL1772929	CHEMBL1945965	P9WMC1	HTH-type transcriptional regulator EthR	PF00440	2200.000000000000000000000000000000	2200.000000000000000000000000000000	2200.000000000000000000000000000000	NULL	Cc1ccc(cc1)c2noc(n2)C3CCN(CC3)C(=O)CCC(F)(F)F	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	SINGLE PROTEIN
CHEMBL1772929	CHEMBL1945971	P9WMC1	HTH-type transcriptional regulator EthR	PF00440	2500.000000000000000000000000000000	2500.000000000000000000000000000000	2500.000000000000000000000000000000	NULL	FC(F)(F)CCC(=O)N1CCC(CC1)c2onc(n2)c3ccc(cc3)C(F)(F)F	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	SINGLE PROTEIN
CHEMBL1772929	CHEMBL1946417	P9WMC1	HTH-type transcriptional regulator EthR	PF00440	800.000000000000000000000000000000	800.000000000000000000000000000000	800.000000000000000000000000000000	NULL	FC(F)(F)CCC(=O)N1CCC(CC1)c2onc(n2)C3CCCC3	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	SINGLE PROTEIN
CHEMBL1772929	CHEMBL1946418	P9WMC1	HTH-type transcriptional regulator EthR	PF00440	4000.000000000000000000000000000000	4000.000000000000000000000000000000	4000.000000000000000000000000000000	NULL	FC(F)(F)CCC(=O)N1CCC(CC1)c2onc(n2)C3CCCCC3	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	SINGLE PROTEIN
CHEMBL1772929	CHEMBL1946419	P9WMC1	HTH-type transcriptional regulator EthR	PF00440	800.000000000000000000000000000000	800.000000000000000000000000000000	800.000000000000000000000000000000	NULL	FC(F)(F)CCC(=O)N1CCC(CC1)c2nc(cs2)c3cccs3	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	SINGLE PROTEIN
CHEMBL1772929	CHEMBL1946420	P9WMC1	HTH-type transcriptional regulator EthR	PF00440	1000.000000000000000000000000000000	1000.000000000000000000000000000000	1000.000000000000000000000000000000	NULL	FC(F)(F)CCC(=O)N1CCC(CC1)c2noc(n2)c3cccs3	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	SINGLE PROTEIN
CHEMBL1772929	CHEMBL1946421	P9WMC1	HTH-type transcriptional regulator EthR	PF00440	5000.000000000000000000000000000000	5000.000000000000000000000000000000	5000.000000000000000000000000000000	NULL	FC(F)(F)CCC(=O)N1CCC(CC1)c2cc(n[nH]2)c3cccs3	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	SINGLE PROTEIN
CHEMBL1772929	CHEMBL1946422	P9WMC1	HTH-type transcriptional regulator EthR	PF00440	3200.000000000000000000000000000000	3200.000000000000000000000000000000	3200.000000000000000000000000000000	NULL	FC(F)(F)CCC(=O)N1CCC(CC1)c2nc(cs2)c3ccccc3	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	SINGLE PROTEIN
CHEMBL1772929	CHEMBL1946423	P9WMC1	HTH-type transcriptional regulator EthR	PF00440	5000.000000000000000000000000000000	5000.000000000000000000000000000000	5000.000000000000000000000000000000	NULL	FC(F)(F)CCC(=O)N1CCC(CC1)c2oc(nn2)c3ccccc3	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	SINGLE PROTEIN
CHEMBL1772929	CHEMBL1946424	P9WMC1	HTH-type transcriptional regulator EthR	PF00440	4000.000000000000000000000000000000	4000.000000000000000000000000000000	4000.000000000000000000000000000000	NULL	FC(F)(F)CCC(=O)N1CCC(CC1)c2onc(c2)c3ccccc3	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	SINGLE PROTEIN
CHEMBL1772929	CHEMBL1946425	P9WMC1	HTH-type transcriptional regulator EthR	PF00440	5000.000000000000000000000000000000	5000.000000000000000000000000000000	5000.000000000000000000000000000000	NULL	FC(F)(F)CCC(=O)N1CCC(CC1)N2N=C(CC2=O)c3ccccc3	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	SINGLE PROTEIN
CHEMBL1772929	CHEMBL1946426	P9WMC1	HTH-type transcriptional regulator EthR	PF00440	6300.000000000000000000000000000000	6300.000000000000000000000000000000	6300.000000000000000000000000000000	NULL	FC(F)(F)CCC(=O)N1CC[C@H](C1)c2onc(n2)c3nccs3	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	SINGLE PROTEIN
CHEMBL1772929	CHEMBL1946956	P9WMC1	HTH-type transcriptional regulator EthR	PF00440	60.000000000000000000000000000000	230.000000000000000000000000000000	400.000000000000000000000000000000	NULL	FC(F)(F)CCCC(=O)N1CCC(CC1)c2onc(n2)c3nccs3	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	SINGLE PROTEIN
CHEMBL1772929	CHEMBL2163969	P9WMC1	HTH-type transcriptional regulator EthR	PF00440	2200.000000000000000000000000000000	2200.000000000000000000000000000000	2200.000000000000000000000000000000	NULL	Cc1ccc2cc(NC(=O)COc3ccccc3F)ccc2n1	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	SINGLE PROTEIN
CHEMBL1772929	CHEMBL2163975	P9WMC1	HTH-type transcriptional regulator EthR	PF00440	1600.000000000000000000000000000000	1600.000000000000000000000000000000	1600.000000000000000000000000000000	NULL	COc1cccc(OCC(=O)Nc2ccc(Cl)cc2)c1	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	SINGLE PROTEIN
CHEMBL1772929	CHEMBL2164318	P9WMC1	HTH-type transcriptional regulator EthR	PF00440	210.000000000000000000000000000000	210.000000000000000000000000000000	210.000000000000000000000000000000	NULL	COc1cccc(OCC(=O)Nc2ccc(cc2)c3nc4ccccc4s3)c1	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	SINGLE PROTEIN
CHEMBL1772929	CHEMBL2164319	P9WMC1	HTH-type transcriptional regulator EthR	PF00440	340.000000000000000000000000000000	340.000000000000000000000000000000	340.000000000000000000000000000000	NULL	O=C(COc1cccc(c1)C#N)Nc2ccc(cc2)c3nc4ccccc4s3	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	SINGLE PROTEIN
CHEMBL1795155	CHEMBL1076347	P95276	Epoxide hydrolase	PF00561	220.000000000000000000000000000000	220.000000000000000000000000000000	220.000000000000000000000000000000	TCC soap	Clc1ccc(NC(=O)Nc2ccc(Cl)c(Cl)c2)cc1	Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh)	SINGLE PROTEIN
CHEMBL1795155	CHEMBL242255	P95276	Epoxide hydrolase	PF00561	130.000000000000000000000000000000	130.000000000000000000000000000000	130.000000000000000000000000000000	NULL	O=C(NC1CCCCC1)NC23CC4CC(CC(C4)C2)C3	Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh)	SINGLE PROTEIN
CHEMBL1795155	CHEMBL354676	P95276	Epoxide hydrolase	PF00561	19.000000000000000000000000000000	19.000000000000000000000000000000	19.000000000000000000000000000000	1,3-Diphenyl-Urea	O=C(Nc1ccccc1)Nc2ccccc2	Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh)	SINGLE PROTEIN
CHEMBL1795156	CHEMBL214920	O69638	Hydrolase, alpha/beta hydrolase fold family	PF00561	22.000000000000000000000000000000	22.000000000000000000000000000000	22.000000000000000000000000000000	DATC	CC(C)CCOc1ccc(NC(=S)Nc2ccc(OCCC(C)C)cc2)cc1	Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh)	SINGLE PROTEIN
CHEMBL1795161	CHEMBL1823492	P9WG57	Thymidylate synthase ThyX	PF02511	290.000000000000000000000000000000	290.000000000000000000000000000000	290.000000000000000000000000000000	NULL	[Na+].[Na+].O[C@H]1C[C@@H](O[C@@H]1COP(=O)([O-])[O-])N2C=C(F)C(=O)NC2=O	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	SINGLE PROTEIN
CHEMBL1795161	CHEMBL1823493	P9WG57	Thymidylate synthase ThyX	PF02511	7400.000000000000000000000000000000	7400.000000000000000000000000000000	7400.000000000000000000000000000000	NULL	[Na+].[Na+].O[C@H]1C[C@@H](O[C@@H]1COP(=O)([O-])[O-])N2C=C(\\C=C\\C#N)C(=O)NC2=O	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	SINGLE PROTEIN
CHEMBL1795161	CHEMBL1823498	P9WG57	Thymidylate synthase ThyX	PF02511	8030.000000000000000000000000000000	8030.000000000000000000000000000000	8030.000000000000000000000000000000	NULL	[Na+].[Na+].CCCCNC(=O)CCCCC#CC1=CN([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])[O-])O2)C(=O)NC1=O	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	SINGLE PROTEIN
