atomtype,cuttoff,cliques,distance,metric,code,class,auc
CA,1.5,5,6,SrelScore05,1HEX,NAD,0.57967032967
CA,1.5,5,6,SOScore08,1HEX,NAD,0.51510989011
CA,1.5,5,6,SOScore05,1HEX,NAD,0.565384615385
CA,1.5,5,6,RMSD,2A5F,NAD,0.38489010989
CA,1.5,5,6,SO,2A5F,NAD,0.704395604396
CA,1.5,5,6,Srel,2A5F,NAD,0.717032967033
CA,1.5,5,6,Tanimoto,2A5F,NAD,0.717032967033
CA,1.5,5,6,GO,2A5F,NAD,0.720054945055
CA,1.5,5,6,aaScore08,2A5F,NAD,0.781593406593
CA,1.5,5,6,aaScore05,2A5F,NAD,0.75521978022
CA,1.5,5,6,SrelScore08,2A5F,NAD,0.742307692308
CA,1.5,5,6,SrelScore05,2A5F,NAD,0.754395604396
CA,1.5,5,6,SOScore08,2A5F,NAD,0.73021978022
CA,1.5,5,6,SOScore05,2A5F,NAD,0.750549450549
CA,1.5,5,6,RMSD,1OG3,NAD,0.567857142857
CA,1.5,5,6,SO,1OG3,NAD,0.597802197802
CA,1.5,5,6,Srel,1OG3,NAD,0.592032967033
CA,1.5,5,6,Tanimoto,1OG3,NAD,0.592032967033
CA,1.5,5,6,GO,1OG3,NAD,0.576373626374
CA,1.5,5,6,aaScore08,1OG3,NAD,0.700549450549
CA,1.5,5,6,aaScore05,1OG3,NAD,0.702197802198
CA,1.5,5,6,SrelScore08,1OG3,NAD,0.589835164835
CA,1.5,5,6,SrelScore05,1OG3,NAD,0.58543956044
CA,1.5,5,6,SOScore08,1OG3,NAD,0.582692307692
CA,1.5,5,6,SOScore05,1OG3,NAD,0.58956043956
CA,1.5,5,6,RMSD,1S7G,NAD,0.557417582418
CA,1.5,5,6,SO,1S7G,NAD,0.414972527473
CA,1.5,5,6,Srel,1S7G,NAD,0.572527472527
CA,1.5,5,6,Tanimoto,1S7G,NAD,0.572527472527
CA,1.5,5,6,GO,1S7G,NAD,0.512087912088
CA,1.5,5,6,aaScore08,1S7G,NAD,0.599175824176
CA,1.5,5,6,aaScore05,1S7G,NAD,0.622802197802
CA,1.5,5,6,SrelScore08,1S7G,NAD,0.550549450549
CA,1.5,5,6,SrelScore05,1S7G,NAD,0.525274725275
CA,1.5,5,6,SOScore08,1S7G,NAD,0.410302197802
CA,1.5,5,6,SOScore05,1S7G,NAD,0.401236263736
CA,1.5,5,6,RMSD,1QAX,NAD,0.433791208791
CA,1.5,5,6,SO,1QAX,NAD,0.50521978022
CA,1.5,5,6,Srel,1QAX,NAD,0.658791208791
CA,1.5,5,6,Tanimoto,1QAX,NAD,0.658791208791
CA,1.5,5,6,GO,1QAX,NAD,0.412225274725
CA,1.5,5,6,aaScore08,1QAX,NAD,0.728296703297
CA,1.5,5,6,aaScore05,1QAX,NAD,0.743956043956
CA,1.5,5,6,SrelScore08,1QAX,NAD,0.644368131868
CA,1.5,5,6,SrelScore05,1QAX,NAD,0.564010989011
CA,1.5,5,6,SOScore08,1QAX,NAD,0.487087912088
CA,1.5,5,6,SOScore05,1QAX,NAD,0.473351648352
CA,1.5,5,6,RMSD,1T2D,NAD,0.551648351648
CA,1.5,5,6,SO,1T2D,NAD,0.525824175824
CA,1.5,5,6,Srel,1T2D,NAD,0.640934065934
CA,1.5,5,6,Tanimoto,1T2D,NAD,0.640934065934
CA,1.5,5,6,GO,1T2D,NAD,0.53021978022
CA,1.5,5,6,aaScore08,1T2D,NAD,0.583791208791
CA,1.5,5,6,aaScore05,1T2D,NAD,0.575824175824
CA,1.5,5,6,SrelScore08,1T2D,NAD,0.637362637363
CA,1.5,5,6,SrelScore05,1T2D,NAD,0.611538461538
CA,1.5,5,6,SOScore08,1T2D,NAD,0.513736263736
CA,1.5,5,6,SOScore05,1T2D,NAD,0.496703296703
CA,1.5,5,6,RMSD,1MI3,NAD,0.499313186813
CA,1.5,5,6,SO,1MI3,NAD,0.470604395604
CA,1.5,5,6,Srel,1MI3,NAD,0.598901098901
CA,1.5,5,6,Tanimoto,1MI3,NAD,0.598901098901
CA,1.5,5,6,GO,1MI3,NAD,0.471291208791
CA,1.5,5,6,aaScore08,1MI3,NAD,0.643956043956
CA,1.5,5,6,aaScore05,1MI3,NAD,0.651648351648
CA,1.5,5,6,SrelScore08,1MI3,NAD,0.59010989011
CA,1.5,5,6,SrelScore05,1MI3,NAD,0.573076923077
CA,1.5,5,6,SOScore08,1MI3,NAD,0.461538461538
CA,1.5,5,6,SOScore05,1MI3,NAD,0.465659340659
CA,1.5,5,6,RMSD,1IB0,NAD,0.447527472527
CA,1.5,5,6,SO,1IB0,NAD,0.557692307692
CA,1.5,5,6,Srel,1IB0,NAD,0.631318681319
CA,1.5,5,6,Tanimoto,1IB0,NAD,0.631318681319
CA,1.5,5,6,GO,1IB0,NAD,0.510027472527
CA,1.5,5,6,aaScore08,1IB0,NAD,0.678571428571
CA,1.5,5,6,aaScore05,1IB0,NAD,0.687637362637
CA,1.5,5,6,SrelScore08,1IB0,NAD,0.617307692308
CA,1.5,5,6,SrelScore05,1IB0,NAD,0.599862637363
CA,1.5,5,6,SOScore08,1IB0,NAD,0.566071428571
CA,1.5,5,6,SOScore05,1IB0,NAD,0.559065934066
CA,1.5,5,6,RMSD,1TOX,NAD,0.414285714286
CA,1.5,5,6,SO,1TOX,NAD,0.629395604396
CA,1.5,5,6,Srel,1TOX,NAD,0.670604395604
CA,1.5,5,6,Tanimoto,1TOX,NAD,0.670604395604
CA,1.5,5,6,GO,1TOX,NAD,0.616483516484
CA,1.5,5,6,aaScore08,1TOX,NAD,0.729395604396
CA,1.5,5,6,aaScore05,1TOX,NAD,0.708516483516
CA,1.5,5,6,SrelScore08,1TOX,NAD,0.66510989011
CA,1.5,5,6,SrelScore05,1TOX,NAD,0.653296703297
CA,1.5,5,6,SOScore08,1TOX,NAD,0.637362637363
CA,1.5,5,6,SOScore05,1TOX,NAD,0.63021978022
CA,1.5,5,6,RMSD,1RLZ,NAD,0.449450549451
CA,1.5,5,6,SO,1RLZ,NAD,0.509615384615
CA,1.5,5,6,Srel,1RLZ,NAD,0.65989010989
CA,1.5,5,6,Tanimoto,1RLZ,NAD,0.65989010989
CA,1.5,5,6,GO,1RLZ,NAD,0.391208791209
CA,1.5,5,6,aaScore08,1RLZ,NAD,0.74010989011
CA,1.5,5,6,aaScore05,1RLZ,NAD,0.769230769231
CA,1.5,5,6,SrelScore08,1RLZ,NAD,0.574175824176
CA,1.5,5,6,SrelScore05,1RLZ,NAD,0.511263736264
CA,1.5,5,6,SOScore08,1RLZ,NAD,0.468131868132
CA,1.5,5,6,SOScore05,1RLZ,NAD,0.44478021978
CA,1.5,5,6,RMSD,2NPX,NAD,0.457967032967
CA,1.5,5,6,SO,2NPX,NAD,0.581868131868
CA,1.5,5,6,Srel,2NPX,NAD,0.710714285714
CA,1.5,5,6,Tanimoto,2NPX,NAD,0.710714285714
CA,1.5,5,6,GO,2NPX,NAD,0.529395604396
CA,1.5,5,6,aaScore08,2NPX,NAD,0.711263736264
CA,1.5,5,6,aaScore05,2NPX,NAD,0.710714285714
CA,1.5,5,6,SrelScore08,2NPX,NAD,0.685714285714
CA,1.5,5,6,SrelScore05,2NPX,NAD,0.634340659341
CA,1.5,5,6,SOScore08,2NPX,NAD,0.552472527473
CA,1.5,5,6,SOScore05,2NPX,NAD,0.551373626374
CA,1.5,5,6,RMSD,1MEW,NAD,0.637362637363
CA,1.5,5,6,SO,1MEW,NAD,0.586263736264
CA,1.5,5,6,Srel,1MEW,NAD,0.493956043956
CA,1.5,5,6,Tanimoto,1MEW,NAD,0.493956043956
CA,1.5,5,6,GO,1MEW,NAD,0.567032967033
CA,1.5,5,6,aaScore08,1MEW,NAD,0.574725274725
CA,1.5,5,6,aaScore05,1MEW,NAD,0.581318681319
CA,1.5,5,6,SrelScore08,1MEW,NAD,0.508241758242
CA,1.5,5,6,SrelScore05,1MEW,NAD,0.547252747253
CA,1.5,5,6,SOScore08,1MEW,NAD,0.580769230769
CA,1.5,5,6,SOScore05,1MEW,NAD,0.57967032967
CA,1.5,5,6,RMSD,1EJ2,NAD,0.550274725275
CA,1.5,5,6,SO,1EJ2,NAD,0.414285714286
CA,1.5,5,6,Srel,1EJ2,NAD,0.587087912088
CA,1.5,5,6,Tanimoto,1EJ2,NAD,0.587087912088
CA,1.5,5,6,GO,1EJ2,NAD,0.592582417582
CA,1.5,5,6,aaScore08,1EJ2,NAD,0.548351648352
CA,1.5,5,6,aaScore05,1EJ2,NAD,0.542582417582
CA,1.5,5,6,SrelScore08,1EJ2,NAD,0.601648351648
CA,1.5,5,6,SrelScore05,1EJ2,NAD,0.62032967033
CA,1.5,5,6,SOScore08,1EJ2,NAD,0.425274725275
CA,1.5,5,6,SOScore05,1EJ2,NAD,0.490659340659
CA,1.5,5,6,RMSD,1O04,NAD,0.505769230769
CA,1.5,5,6,SO,1O04,NAD,0.47967032967
CA,1.5,5,6,Srel,1O04,NAD,0.61456043956
CA,1.5,5,6,Tanimoto,1O04,NAD,0.61456043956
CA,1.5,5,6,GO,1O04,NAD,0.475412087912
CA,1.5,5,6,aaScore08,1O04,NAD,0.635714285714
CA,1.5,5,6,aaScore05,1O04,NAD,0.638736263736
CA,1.5,5,6,SrelScore08,1O04,NAD,0.587225274725
CA,1.5,5,6,SrelScore05,1O04,NAD,0.56717032967
CA,1.5,5,6,SOScore08,1O04,NAD,0.46978021978
CA,1.5,5,6,SOScore05,1O04,NAD,0.456043956044
CA,1.5,5,6,RMSD,1JQ5,NAD,0.478296703297
CA,1.5,5,6,SO,1JQ5,NAD,0.539972527473
CA,1.5,5,6,Srel,1JQ5,NAD,0.696565934066
CA,1.5,5,6,Tanimoto,1JQ5,NAD,0.696565934066
CA,1.5,5,6,GO,1JQ5,NAD,0.498763736264
CA,1.5,5,6,aaScore08,1JQ5,NAD,0.67032967033
CA,1.5,5,6,aaScore05,1JQ5,NAD,0.669368131868
CA,1.5,5,6,SrelScore08,1JQ5,NAD,0.690659340659
CA,1.5,5,6,SrelScore05,1JQ5,NAD,0.647664835165
CA,1.5,5,6,SOScore08,1JQ5,NAD,0.532692307692
CA,1.5,5,6,SOScore05,1JQ5,NAD,0.530769230769
CA,1.5,5,6,RMSD,1K1W,GLC,0.5
CA,1.5,5,6,SO,1K1W,GLC,0.5
CA,1.5,5,6,Srel,1K1W,GLC,0.5
CA,1.5,5,6,Tanimoto,1K1W,GLC,0.5
CA,1.5,5,6,GO,1K1W,GLC,0.5
CA,1.5,5,6,aaScore08,1K1W,GLC,0.5
CA,1.5,5,6,aaScore05,1K1W,GLC,0.5
CA,1.5,5,6,SrelScore08,1K1W,GLC,0.5
CA,1.5,5,6,SrelScore05,1K1W,GLC,0.5
CA,1.5,5,6,SOScore08,1K1W,GLC,0.5
CA,1.5,5,6,SOScore05,1K1W,GLC,0.5
CA,1.5,5,6,RMSD,1BDG,GLC,0.121794871795
CA,1.5,5,6,SO,1BDG,GLC,0.121794871795
CA,1.5,5,6,Srel,1BDG,GLC,0.121794871795
CA,1.5,5,6,Tanimoto,1BDG,GLC,0.121794871795
CA,1.5,5,6,GO,1BDG,GLC,0.307692307692
CA,1.5,5,6,aaScore08,1BDG,GLC,0.121794871795
CA,1.5,5,6,aaScore05,1BDG,GLC,0.121794871795
CA,1.5,5,6,SrelScore08,1BDG,GLC,0.121794871795
CA,1.5,5,6,SrelScore05,1BDG,GLC,0.121794871795
CA,1.5,5,6,SOScore08,1BDG,GLC,0.121794871795
CA,1.5,5,6,SOScore05,1BDG,GLC,0.121794871795
CA,1.5,5,6,RMSD,1DNL,FMN,0.631081081081
CA,1.5,5,6,SO,1DNL,FMN,0.575675675676
CA,1.5,5,6,Srel,1DNL,FMN,0.675
CA,1.5,5,6,Tanimoto,1DNL,FMN,0.675
CA,1.5,5,6,GO,1DNL,FMN,0.559459459459
CA,1.5,5,6,aaScore08,1DNL,FMN,0.571621621622
CA,1.5,5,6,aaScore05,1DNL,FMN,0.57027027027
CA,1.5,5,6,SrelScore08,1DNL,FMN,0.678378378378
CA,1.5,5,6,SrelScore05,1DNL,FMN,0.654054054054
CA,1.5,5,6,SOScore08,1DNL,FMN,0.570945945946
CA,1.5,5,6,SOScore05,1DNL,FMN,0.588513513514
CA,1.5,5,6,RMSD,1JA1,FMN,0.380743243243
CA,1.5,5,6,SO,1JA1,FMN,0.663851351351
CA,1.5,5,6,Srel,1JA1,FMN,0.763851351351
CA,1.5,5,6,Tanimoto,1JA1,FMN,0.763851351351
CA,1.5,5,6,GO,1JA1,FMN,0.408108108108
CA,1.5,5,6,aaScore08,1JA1,FMN,0.740878378378
CA,1.5,5,6,aaScore05,1JA1,FMN,0.769932432432
CA,1.5,5,6,SrelScore08,1JA1,FMN,0.768243243243
CA,1.5,5,6,SrelScore05,1JA1,FMN,0.723986486486
CA,1.5,5,6,SOScore08,1JA1,FMN,0.687162162162
CA,1.5,5,6,SOScore05,1JA1,FMN,0.659459459459
CA,1.5,5,6,RMSD,1F5V,FMN,0.575675675676
CA,1.5,5,6,SO,1F5V,FMN,0.565540540541
CA,1.5,5,6,Srel,1F5V,FMN,0.687837837838
CA,1.5,5,6,Tanimoto,1F5V,FMN,0.687837837838
CA,1.5,5,6,GO,1F5V,FMN,0.730405405405
CA,1.5,5,6,aaScore08,1F5V,FMN,0.605405405405
CA,1.5,5,6,aaScore05,1F5V,FMN,0.602702702703
CA,1.5,5,6,SrelScore08,1F5V,FMN,0.748648648649
CA,1.5,5,6,SrelScore05,1F5V,FMN,0.821621621622
CA,1.5,5,6,SOScore08,1F5V,FMN,0.610810810811
CA,1.5,5,6,SOScore05,1F5V,FMN,0.67972972973
CA,1.5,5,6,RMSD,1P4C,FMN,0.741891891892
CA,1.5,5,6,SO,1P4C,FMN,0.506756756757
CA,1.5,5,6,Srel,1P4C,FMN,0.552027027027
CA,1.5,5,6,Tanimoto,1P4C,FMN,0.552027027027
CA,1.5,5,6,GO,1P4C,FMN,0.60472972973
CA,1.5,5,6,aaScore08,1P4C,FMN,0.394594594595
CA,1.5,5,6,aaScore05,1P4C,FMN,0.412837837838
CA,1.5,5,6,SrelScore08,1P4C,FMN,0.54527027027
CA,1.5,5,6,SrelScore05,1P4C,FMN,0.585810810811
CA,1.5,5,6,SOScore08,1P4C,FMN,0.516554054054
CA,1.5,5,6,SOScore05,1P4C,FMN,0.529391891892
CA,1.5,5,6,RMSD,1MVL,FMN,0.510135135135
CA,1.5,5,6,SO,1MVL,FMN,0.538513513514
CA,1.5,5,6,Srel,1MVL,FMN,0.661486486486
CA,1.5,5,6,Tanimoto,1MVL,FMN,0.661486486486
CA,1.5,5,6,GO,1MVL,FMN,0.525
CA,1.5,5,6,aaScore08,1MVL,FMN,0.611486486486
CA,1.5,5,6,aaScore05,1MVL,FMN,0.607432432432
CA,1.5,5,6,SrelScore08,1MVL,FMN,0.668918918919
CA,1.5,5,6,SrelScore05,1MVL,FMN,0.668243243243
CA,1.5,5,6,SOScore08,1MVL,FMN,0.568243243243
CA,1.5,5,6,SOScore05,1MVL,FMN,0.543918918919
CA,1.5,5,6,RMSD,1P4M,FMN,0.785810810811
CA,1.5,5,6,SO,1P4M,FMN,0.410810810811
CA,1.5,5,6,Srel,1P4M,FMN,0.493243243243
CA,1.5,5,6,Tanimoto,1P4M,FMN,0.493243243243
CA,1.5,5,6,GO,1P4M,FMN,0.584459459459
CA,1.5,5,6,aaScore08,1P4M,FMN,0.405405405405
CA,1.5,5,6,aaScore05,1P4M,FMN,0.383783783784
CA,1.5,5,6,SrelScore08,1P4M,FMN,0.489189189189
CA,1.5,5,6,SrelScore05,1P4M,FMN,0.517567567568
CA,1.5,5,6,SOScore08,1P4M,FMN,0.435135135135
CA,1.5,5,6,SOScore05,1P4M,FMN,0.468918918919
CA,1.5,5,6,RMSD,1LHU,EST,0.328733766234
CA,1.5,5,6,SO,1LHU,EST,0.273538961039
CA,1.5,5,6,Srel,1LHU,EST,0.262987012987
CA,1.5,5,6,Tanimoto,1LHU,EST,0.262987012987
CA,1.5,5,6,GO,1LHU,EST,0.457792207792
CA,1.5,5,6,aaScore08,1LHU,EST,0.184253246753
CA,1.5,5,6,aaScore05,1LHU,EST,0.18262987013
CA,1.5,5,6,SrelScore08,1LHU,EST,0.286525974026
CA,1.5,5,6,SrelScore05,1LHU,EST,0.328733766234
CA,1.5,5,6,SOScore08,1LHU,EST,0.29788961039
CA,1.5,5,6,SOScore05,1LHU,EST,0.330357142857
CA,1.5,5,6,RMSD,1FDS,EST,0.12012987013
CA,1.5,5,6,SO,1FDS,EST,0.12012987013
CA,1.5,5,6,Srel,1FDS,EST,0.12012987013
CA,1.5,5,6,Tanimoto,1FDS,EST,0.12012987013
CA,1.5,5,6,GO,1FDS,EST,0.305194805195
CA,1.5,5,6,aaScore08,1FDS,EST,0.12012987013
CA,1.5,5,6,aaScore05,1FDS,EST,0.12012987013
CA,1.5,5,6,SrelScore08,1FDS,EST,0.12012987013
CA,1.5,5,6,SrelScore05,1FDS,EST,0.12012987013
CA,1.5,5,6,SOScore08,1FDS,EST,0.12012987013
CA,1.5,5,6,SOScore05,1FDS,EST,0.12012987013
CA,1.5,5,6,RMSD,1QKT,EST,0.406655844156
CA,1.5,5,6,SO,1QKT,EST,0.301136363636
CA,1.5,5,6,Srel,1QKT,EST,0.327922077922
CA,1.5,5,6,Tanimoto,1QKT,EST,0.327922077922
CA,1.5,5,6,GO,1QKT,EST,0.498376623377
CA,1.5,5,6,aaScore08,1QKT,EST,0.271103896104
CA,1.5,5,6,aaScore05,1QKT,EST,0.271103896104
CA,1.5,5,6,SrelScore08,1QKT,EST,0.358766233766
CA,1.5,5,6,SrelScore05,1QKT,EST,0.392857142857
CA,1.5,5,6,SOScore08,1QKT,EST,0.332792207792
CA,1.5,5,6,SOScore05,1QKT,EST,0.369318181818
CA,1.5,5,6,RMSD,1E2Q,ATP,0.608974358974
CA,1.5,5,6,SO,1E2Q,ATP,0.393065268065
CA,1.5,5,6,Srel,1E2Q,ATP,0.467948717949
CA,1.5,5,6,Tanimoto,1E2Q,ATP,0.467948717949
CA,1.5,5,6,GO,1E2Q,ATP,0.582022144522
CA,1.5,5,6,aaScore08,1E2Q,ATP,0.379370629371
CA,1.5,5,6,aaScore05,1E2Q,ATP,0.373251748252
CA,1.5,5,6,SrelScore08,1E2Q,ATP,0.486888111888
CA,1.5,5,6,SrelScore05,1E2Q,ATP,0.52432983683
CA,1.5,5,6,SOScore08,1E2Q,ATP,0.439102564103
CA,1.5,5,6,SOScore05,1E2Q,ATP,0.500291375291
CA,1.5,5,6,RMSD,1RDQ,ATP,0.656177156177
CA,1.5,5,6,SO,1RDQ,ATP,0.584061771562
CA,1.5,5,6,Srel,1RDQ,ATP,0.512966200466
CA,1.5,5,6,Tanimoto,1RDQ,ATP,0.512966200466
CA,1.5,5,6,GO,1RDQ,ATP,0.491695804196
CA,1.5,5,6,aaScore08,1RDQ,ATP,0.375437062937
CA,1.5,5,6,aaScore05,1RDQ,ATP,0.382138694639
CA,1.5,5,6,SrelScore08,1RDQ,ATP,0.506264568765
CA,1.5,5,6,SrelScore05,1RDQ,ATP,0.499854312354
CA,1.5,5,6,SOScore08,1RDQ,ATP,0.574155011655
CA,1.5,5,6,SOScore05,1RDQ,ATP,0.549096736597
CA,1.5,5,6,RMSD,1DY3,ATP,0.550407925408
CA,1.5,5,6,SO,1DY3,ATP,0.445512820513
CA,1.5,5,6,Srel,1DY3,ATP,0.56789044289
CA,1.5,5,6,Tanimoto,1DY3,ATP,0.56789044289
CA,1.5,5,6,GO,1DY3,ATP,0.396853146853
CA,1.5,5,6,aaScore08,1DY3,ATP,0.493006993007
CA,1.5,5,6,aaScore05,1DY3,ATP,0.497086247086
CA,1.5,5,6,SrelScore08,1DY3,ATP,0.550116550117
CA,1.5,5,6,SrelScore05,1DY3,ATP,0.50641025641
CA,1.5,5,6,SOScore08,1DY3,ATP,0.422202797203
CA,1.5,5,6,SOScore05,1DY3,ATP,0.401223776224
CA,1.5,5,6,RMSD,1B8A,ATP,0.539481351981
CA,1.5,5,6,SO,1B8A,ATP,0.389131701632
CA,1.5,5,6,Srel,1B8A,ATP,0.52331002331
CA,1.5,5,6,Tanimoto,1B8A,ATP,0.52331002331
CA,1.5,5,6,GO,1B8A,ATP,0.534673659674
CA,1.5,5,6,aaScore08,1B8A,ATP,0.412878787879
CA,1.5,5,6,aaScore05,1B8A,ATP,0.393648018648
CA,1.5,5,6,SrelScore08,1B8A,ATP,0.537296037296
CA,1.5,5,6,SrelScore05,1B8A,ATP,0.525058275058
CA,1.5,5,6,SOScore08,1B8A,ATP,0.432255244755
CA,1.5,5,6,SOScore05,1B8A,ATP,0.446824009324
CA,1.5,5,6,RMSD,1AYL,ATP,0.50946969697
CA,1.5,5,6,SO,1AYL,ATP,0.488344988345
CA,1.5,5,6,Srel,1AYL,ATP,0.553904428904
CA,1.5,5,6,Tanimoto,1AYL,ATP,0.553904428904
CA,1.5,5,6,GO,1AYL,ATP,0.561188811189
CA,1.5,5,6,aaScore08,1AYL,ATP,0.41958041958
CA,1.5,5,6,aaScore05,1AYL,ATP,0.403846153846
CA,1.5,5,6,SrelScore08,1AYL,ATP,0.563665501166
CA,1.5,5,6,SrelScore05,1AYL,ATP,0.557983682984
CA,1.5,5,6,SOScore08,1AYL,ATP,0.517773892774
CA,1.5,5,6,SOScore05,1AYL,ATP,0.533216783217
CA,1.5,5,6,RMSD,1ESQ,ATP,0.585081585082
CA,1.5,5,6,SO,1ESQ,ATP,0.512820512821
CA,1.5,5,6,Srel,1ESQ,ATP,0.575466200466
CA,1.5,5,6,Tanimoto,1ESQ,ATP,0.575466200466
CA,1.5,5,6,GO,1ESQ,ATP,0.425407925408
CA,1.5,5,6,aaScore08,1ESQ,ATP,0.49898018648
CA,1.5,5,6,aaScore05,1ESQ,ATP,0.50844988345
CA,1.5,5,6,SrelScore08,1ESQ,ATP,0.551573426573
CA,1.5,5,6,SrelScore05,1ESQ,ATP,0.508158508159
CA,1.5,5,6,SOScore08,1ESQ,ATP,0.500582750583
CA,1.5,5,6,SOScore05,1ESQ,ATP,0.47465034965
CA,1.5,5,6,RMSD,1GN8,ATP,0.363927738928
CA,1.5,5,6,SO,1GN8,ATP,0.514277389277
CA,1.5,5,6,Srel,1GN8,ATP,0.589160839161
CA,1.5,5,6,Tanimoto,1GN8,ATP,0.589160839161
CA,1.5,5,6,GO,1GN8,ATP,0.500291375291
CA,1.5,5,6,aaScore08,1GN8,ATP,0.631993006993
CA,1.5,5,6,aaScore05,1GN8,ATP,0.620920745921
CA,1.5,5,6,SrelScore08,1GN8,ATP,0.592074592075
CA,1.5,5,6,SrelScore05,1GN8,ATP,0.579545454545
CA,1.5,5,6,SOScore08,1GN8,ATP,0.516608391608
CA,1.5,5,6,SOScore05,1GN8,ATP,0.536421911422
CA,1.5,5,6,RMSD,1DV2,ATP,0.522872960373
CA,1.5,5,6,SO,1DV2,ATP,0.573280885781
CA,1.5,5,6,Srel,1DV2,ATP,0.697698135198
CA,1.5,5,6,Tanimoto,1DV2,ATP,0.697698135198
CA,1.5,5,6,GO,1DV2,ATP,0.639423076923
CA,1.5,5,6,aaScore08,1DV2,ATP,0.566579254079
CA,1.5,5,6,aaScore05,1DV2,ATP,0.548805361305
CA,1.5,5,6,SrelScore08,1DV2,ATP,0.717511655012
CA,1.5,5,6,SrelScore05,1DV2,ATP,0.711975524476
CA,1.5,5,6,SOScore08,1DV2,ATP,0.600378787879
CA,1.5,5,6,SOScore05,1DV2,ATP,0.641754079254
CA,1.5,5,6,RMSD,1E8X,ATP,0.512529137529
CA,1.5,5,6,SO,1E8X,ATP,0.490093240093
