atomtype,cuttoff,clique,distance,metric,code,class,auc
CA,1.5,5,6,SrelScore05,1KMO,LDA,0.3425925926
CA,1.5,5,6,SOScore08,1KMO,LDA,0.3217592593
CA,1.5,5,6,SOScore05,1KMO,LDA,0.3070987654
CA,1.5,5,6,RMSD,1UMX,LDA,0.5
CA,1.5,5,6,SO,1UMX,LDA,0.5
CA,1.5,5,6,Srel,1UMX,LDA,0.5
CA,1.5,5,6,Tanimoto,1UMX,LDA,0.5
CA,1.5,5,6,GO,1UMX,LDA,0.5
CA,1.5,5,6,aaScore08,1UMX,LDA,0.5
CA,1.5,5,6,aaScore05,1UMX,LDA,0.5
CA,1.5,5,6,SrelScore08,1UMX,LDA,0.5
CA,1.5,5,6,SrelScore05,1UMX,LDA,0.5
CA,1.5,5,6,SOScore08,1UMX,LDA,0.5
CA,1.5,5,6,SOScore05,1UMX,LDA,0.5
CA,1.5,5,6,RMSD,1C8U,LDA,0.5
CA,1.5,5,6,SO,1C8U,LDA,0.5
CA,1.5,5,6,Srel,1C8U,LDA,0.5
CA,1.5,5,6,Tanimoto,1C8U,LDA,0.5
CA,1.5,5,6,GO,1C8U,LDA,0.5
CA,1.5,5,6,aaScore08,1C8U,LDA,0.5
CA,1.5,5,6,aaScore05,1C8U,LDA,0.5
CA,1.5,5,6,SrelScore08,1C8U,LDA,0.5
CA,1.5,5,6,SrelScore05,1C8U,LDA,0.5
CA,1.5,5,6,SOScore08,1C8U,LDA,0.5
CA,1.5,5,6,SOScore05,1C8U,LDA,0.5
CA,1.5,5,6,RMSD,1XKW,LDA,0.3964506173
CA,1.5,5,6,SO,1XKW,LDA,0.4458333333
CA,1.5,5,6,Srel,1XKW,LDA,0.4467592593
CA,1.5,5,6,Tanimoto,1XKW,LDA,0.4467592593
CA,1.5,5,6,GO,1XKW,LDA,0.4814814815
CA,1.5,5,6,aaScore08,1XKW,LDA,0.4424382716
CA,1.5,5,6,aaScore05,1XKW,LDA,0.4424382716
CA,1.5,5,6,SrelScore08,1XKW,LDA,0.4467592593
CA,1.5,5,6,SrelScore05,1XKW,LDA,0.4467592593
CA,1.5,5,6,SOScore08,1XKW,LDA,0.4458333333
CA,1.5,5,6,SOScore05,1XKW,LDA,0.4384259259
CA,1.5,5,6,RMSD,1F7S,LDA,0.4027777778
CA,1.5,5,6,SO,1F7S,LDA,0.4489197531
CA,1.5,5,6,Srel,1F7S,LDA,0.4655864198
CA,1.5,5,6,Tanimoto,1F7S,LDA,0.4655864198
CA,1.5,5,6,GO,1F7S,LDA,0.4615740741
CA,1.5,5,6,aaScore08,1F7S,LDA,0.4236111111
CA,1.5,5,6,aaScore05,1F7S,LDA,0.4211419753
CA,1.5,5,6,SrelScore08,1F7S,LDA,0.4683641975
CA,1.5,5,6,SrelScore05,1F7S,LDA,0.4600308642
CA,1.5,5,6,SOScore08,1F7S,LDA,0.4554012346
CA,1.5,5,6,SOScore05,1F7S,LDA,0.4512345679
CA,1.5,5,6,RMSD,1AIJ,LDA,0.5015432099
CA,1.5,5,6,SO,1AIJ,LDA,0.4844135802
CA,1.5,5,6,Srel,1AIJ,LDA,0.5407407407
CA,1.5,5,6,Tanimoto,1AIJ,LDA,0.5407407407
CA,1.5,5,6,GO,1AIJ,LDA,0.4703703704
CA,1.5,5,6,aaScore08,1AIJ,LDA,0.4734567901
CA,1.5,5,6,aaScore05,1AIJ,LDA,0.474691358
CA,1.5,5,6,SrelScore08,1AIJ,LDA,0.5447530864
CA,1.5,5,6,SrelScore05,1AIJ,LDA,0.5385802469
CA,1.5,5,6,SOScore08,1AIJ,LDA,0.4827160494
CA,1.5,5,6,SOScore05,1AIJ,LDA,0.4910493827
CA,1.5,5,6,RMSD,1AR1,LDA,0.5
CA,1.5,5,6,SO,1AR1,LDA,0.5
CA,1.5,5,6,Srel,1AR1,LDA,0.5
CA,1.5,5,6,Tanimoto,1AR1,LDA,0.5
CA,1.5,5,6,GO,1AR1,LDA,0.5
CA,1.5,5,6,aaScore08,1AR1,LDA,0.5
CA,1.5,5,6,aaScore05,1AR1,LDA,0.5
CA,1.5,5,6,SrelScore08,1AR1,LDA,0.5
CA,1.5,5,6,SrelScore05,1AR1,LDA,0.5
CA,1.5,5,6,SOScore08,1AR1,LDA,0.5
CA,1.5,5,6,SOScore05,1AR1,LDA,0.5
CA,1.5,5,6,RMSD,1OJD,LDA,0.5271604938
CA,1.5,5,6,SO,1OJD,LDA,0.5367283951
CA,1.5,5,6,Srel,1OJD,LDA,0.5524691358
CA,1.5,5,6,Tanimoto,1OJD,LDA,0.5524691358
CA,1.5,5,6,GO,1OJD,LDA,0.4694444444
CA,1.5,5,6,aaScore08,1OJD,LDA,0.5305555556
CA,1.5,5,6,aaScore05,1OJD,LDA,0.5342592593
CA,1.5,5,6,SrelScore08,1OJD,LDA,0.5487654321
CA,1.5,5,6,SrelScore05,1OJD,LDA,0.5407407407
CA,1.5,5,6,SOScore08,1OJD,LDA,0.525617284
CA,1.5,5,6,SOScore05,1OJD,LDA,0.5231481481
CA,1.5,5,6,RMSD,1PT2,SUC,0.5231481481
CA,1.5,5,6,SO,1PT2,SUC,0.5361111111
CA,1.5,5,6,Srel,1PT2,SUC,0.5390432099
CA,1.5,5,6,Tanimoto,1PT2,SUC,0.5390432099
CA,1.5,5,6,GO,1PT2,SUC,0.5432098765
CA,1.5,5,6,aaScore08,1PT2,SUC,0.537962963
CA,1.5,5,6,aaScore05,1PT2,SUC,0.537962963
CA,1.5,5,6,SrelScore08,1PT2,SUC,0.5390432099
CA,1.5,5,6,SrelScore05,1PT2,SUC,0.5390432099
CA,1.5,5,6,SOScore08,1PT2,SUC,0.5354938272
CA,1.5,5,6,SOScore05,1PT2,SUC,0.5354938272
CA,1.5,5,6,RMSD,1A0T,SUC,0.4882716049
CA,1.5,5,6,SO,1A0T,SUC,0.5277777778
CA,1.5,5,6,Srel,1A0T,SUC,0.5666666667
CA,1.5,5,6,Tanimoto,1A0T,SUC,0.5666666667
CA,1.5,5,6,GO,1A0T,SUC,0.5740740741
CA,1.5,5,6,aaScore08,1A0T,SUC,0.5660493827
CA,1.5,5,6,aaScore05,1A0T,SUC,0.5574074074
CA,1.5,5,6,SrelScore08,1A0T,SUC,0.5703703704
CA,1.5,5,6,SrelScore05,1A0T,SUC,0.5685185185
CA,1.5,5,6,SOScore08,1A0T,SUC,0.5475308642
CA,1.5,5,6,SOScore05,1A0T,SUC,0.5475308642
CA,1.5,5,6,RMSD,1L0G,SUC,0.5827160494
CA,1.5,5,6,SO,1L0G,SUC,0.6259259259
CA,1.5,5,6,Srel,1L0G,SUC,0.6672839506
CA,1.5,5,6,Tanimoto,1L0G,SUC,0.6672839506
CA,1.5,5,6,GO,1L0G,SUC,0.5302469136
CA,1.5,5,6,aaScore08,1L0G,SUC,0.6574074074
CA,1.5,5,6,aaScore05,1L0G,SUC,0.6530864198
CA,1.5,5,6,SrelScore08,1L0G,SUC,0.6703703704
CA,1.5,5,6,SrelScore05,1L0G,SUC,0.6549382716
CA,1.5,5,6,SOScore08,1L0G,SUC,0.6145061728
CA,1.5,5,6,SOScore05,1L0G,SUC,0.6138888889
CA,1.5,5,6,RMSD,1UC2,SUC,0.2739197531
CA,1.5,5,6,SO,1UC2,SUC,0.3189814815
CA,1.5,5,6,Srel,1UC2,SUC,0.3274691358
CA,1.5,5,6,Tanimoto,1UC2,SUC,0.3274691358
CA,1.5,5,6,GO,1UC2,SUC,0.474845679
CA,1.5,5,6,aaScore08,1UC2,SUC,0.3027777778
CA,1.5,5,6,aaScore05,1UC2,SUC,0.3009259259
CA,1.5,5,6,SrelScore08,1UC2,SUC,0.3308641975
CA,1.5,5,6,SrelScore05,1UC2,SUC,0.3351851852
CA,1.5,5,6,SOScore08,1UC2,SUC,0.3299382716
CA,1.5,5,6,SOScore05,1UC2,SUC,0.3336419753
CA,1.5,5,6,RMSD,1JGI,SUC,0.6009259259
CA,1.5,5,6,SO,1JGI,SUC,0.6080246914
CA,1.5,5,6,Srel,1JGI,SUC,0.6524691358
CA,1.5,5,6,Tanimoto,1JGI,SUC,0.6524691358
CA,1.5,5,6,GO,1JGI,SUC,0.5783950617
CA,1.5,5,6,aaScore08,1JGI,SUC,0.5691358025
CA,1.5,5,6,aaScore05,1JGI,SUC,0.5660493827
CA,1.5,5,6,SrelScore08,1JGI,SUC,0.6574074074
CA,1.5,5,6,SrelScore05,1JGI,SUC,0.6512345679
CA,1.5,5,6,SOScore08,1JGI,SUC,0.6237654321
CA,1.5,5,6,SOScore05,1JGI,SUC,0.624382716
CA,1.5,5,6,RMSD,1W2T,SUC,0.4973765432
CA,1.5,5,6,SO,1W2T,SUC,0.512808642
CA,1.5,5,6,Srel,1W2T,SUC,0.5172839506
CA,1.5,5,6,Tanimoto,1W2T,SUC,0.5172839506
CA,1.5,5,6,GO,1W2T,SUC,0.5578703704
CA,1.5,5,6,aaScore08,1W2T,SUC,0.512654321
CA,1.5,5,6,aaScore05,1W2T,SUC,0.5089506173
CA,1.5,5,6,SrelScore08,1W2T,SUC,0.5175925926
CA,1.5,5,6,SrelScore05,1W2T,SUC,0.5183641975
CA,1.5,5,6,SOScore08,1W2T,SUC,0.5157407407
CA,1.5,5,6,SOScore05,1W2T,SUC,0.5180555556
CA,1.5,5,6,RMSD,1TJ4,SUC,0.6106481481
CA,1.5,5,6,SO,1TJ4,SUC,0.6078703704
CA,1.5,5,6,Srel,1TJ4,SUC,0.6516975309
CA,1.5,5,6,Tanimoto,1TJ4,SUC,0.6516975309
CA,1.5,5,6,GO,1TJ4,SUC,0.6054012346
CA,1.5,5,6,aaScore08,1TJ4,SUC,0.5774691358
CA,1.5,5,6,aaScore05,1TJ4,SUC,0.5722222222
CA,1.5,5,6,SrelScore08,1TJ4,SUC,0.6662037037
CA,1.5,5,6,SrelScore05,1TJ4,SUC,0.662808642
CA,1.5,5,6,SOScore08,1TJ4,SUC,0.6189814815
CA,1.5,5,6,SOScore05,1TJ4,SUC,0.6297839506
CA,1.5,5,6,RMSD,1M98,SUC,0.6680555556
CA,1.5,5,6,SO,1M98,SUC,0.6188271605
CA,1.5,5,6,Srel,1M98,SUC,0.6830246914
CA,1.5,5,6,Tanimoto,1M98,SUC,0.6830246914
CA,1.5,5,6,GO,1M98,SUC,0.4694444444
CA,1.5,5,6,aaScore08,1M98,SUC,0.5637345679
CA,1.5,5,6,aaScore05,1M98,SUC,0.5646604938
CA,1.5,5,6,SrelScore08,1M98,SUC,0.6694444444
CA,1.5,5,6,SrelScore05,1M98,SUC,0.6358024691
CA,1.5,5,6,SOScore08,1M98,SUC,0.6055555556
CA,1.5,5,6,SOScore05,1M98,SUC,0.5919753086
CA,1.5,5,6,RMSD,1JJ0,SUC,0.5074074074
CA,1.5,5,6,SO,1JJ0,SUC,0.45
CA,1.5,5,6,Srel,1JJ0,SUC,0.5012345679
CA,1.5,5,6,Tanimoto,1JJ0,SUC,0.5012345679
CA,1.5,5,6,GO,1JJ0,SUC,0.5104938272
CA,1.5,5,6,aaScore08,1JJ0,SUC,0.4358024691
CA,1.5,5,6,aaScore05,1JJ0,SUC,0.4345679012
CA,1.5,5,6,SrelScore08,1JJ0,SUC,0.5043209877
CA,1.5,5,6,SrelScore05,1JJ0,SUC,0.5080246914
CA,1.5,5,6,SOScore08,1JJ0,SUC,0.4604938272
CA,1.5,5,6,SOScore05,1JJ0,SUC,0.4765432099
CA,1.5,5,6,RMSD,1YLJ,SUC,0.4200617284
CA,1.5,5,6,SO,1YLJ,SUC,0.4087962963
CA,1.5,5,6,Srel,1YLJ,SUC,0.449537037
CA,1.5,5,6,Tanimoto,1YLJ,SUC,0.449537037
CA,1.5,5,6,GO,1YLJ,SUC,0.5296296296
CA,1.5,5,6,aaScore08,1YLJ,SUC,0.3543209877
CA,1.5,5,6,aaScore05,1YLJ,SUC,0.3353395062
CA,1.5,5,6,SrelScore08,1YLJ,SUC,0.4907407407
CA,1.5,5,6,SrelScore05,1YLJ,SUC,0.5046296296
CA,1.5,5,6,SOScore08,1YLJ,SUC,0.4429012346
CA,1.5,5,6,SOScore05,1YLJ,SUC,0.474382716
CA,1.5,5,6,RMSD,1R30,SAM,0.4598765432
CA,1.5,5,6,SO,1R30,SAM,0.5083333333
CA,1.5,5,6,Srel,1R30,SAM,0.7342592593
CA,1.5,5,6,Tanimoto,1R30,SAM,0.7342592593
CA,1.5,5,6,GO,1R30,SAM,0.5098765432
CA,1.5,5,6,aaScore08,1R30,SAM,0.7395061728
CA,1.5,5,6,aaScore05,1R30,SAM,0.7444444444
CA,1.5,5,6,SrelScore08,1R30,SAM,0.7114197531
CA,1.5,5,6,SrelScore05,1R30,SAM,0.6712962963
CA,1.5,5,6,SOScore08,1R30,SAM,0.4910493827
CA,1.5,5,6,SOScore05,1R30,SAM,0.475
CA,1.5,5,6,RMSD,1P91,SAM,0.575154321
CA,1.5,5,6,SO,1P91,SAM,0.6330246914
CA,1.5,5,6,Srel,1P91,SAM,0.699382716
CA,1.5,5,6,Tanimoto,1P91,SAM,0.699382716
CA,1.5,5,6,GO,1P91,SAM,0.5651234568
CA,1.5,5,6,aaScore08,1P91,SAM,0.736882716
CA,1.5,5,6,aaScore05,1P91,SAM,0.7362654321
CA,1.5,5,6,SrelScore08,1P91,SAM,0.6787037037
CA,1.5,5,6,SrelScore05,1P91,SAM,0.6651234568
CA,1.5,5,6,SOScore08,1P91,SAM,0.6324074074
CA,1.5,5,6,SOScore05,1P91,SAM,0.6268518519
CA,1.5,5,6,RMSD,1I9G,SAM,0.4052469136
CA,1.5,5,6,SO,1I9G,SAM,0.6320987654
CA,1.5,5,6,Srel,1I9G,SAM,0.8447530864
CA,1.5,5,6,Tanimoto,1I9G,SAM,0.8447530864
CA,1.5,5,6,GO,1I9G,SAM,0.7533950617
CA,1.5,5,6,aaScore08,1I9G,SAM,0.8308641975
CA,1.5,5,6,aaScore05,1I9G,SAM,0.7901234568
CA,1.5,5,6,SrelScore08,1I9G,SAM,0.8530864198
CA,1.5,5,6,SrelScore05,1I9G,SAM,0.8589506173
CA,1.5,5,6,SOScore08,1I9G,SAM,0.6425925926
CA,1.5,5,6,SOScore05,1I9G,SAM,0.687345679
CA,1.5,5,6,RMSD,1HMY,SAM,0.4466049383
CA,1.5,5,6,SO,1HMY,SAM,0.7339506173
CA,1.5,5,6,Srel,1HMY,SAM,0.762345679
CA,1.5,5,6,Tanimoto,1HMY,SAM,0.762345679
CA,1.5,5,6,GO,1HMY,SAM,0.699382716
CA,1.5,5,6,aaScore08,1HMY,SAM,0.8577160494
CA,1.5,5,6,aaScore05,1HMY,SAM,0.8367283951
CA,1.5,5,6,SrelScore08,1HMY,SAM,0.7827160494
CA,1.5,5,6,SrelScore05,1HMY,SAM,0.7851851852
CA,1.5,5,6,SOScore08,1HMY,SAM,0.749691358
CA,1.5,5,6,SOScore05,1HMY,SAM,0.750308642
CA,1.5,5,6,RMSD,1QZZ,SAM,0.5385802469
CA,1.5,5,6,SO,1QZZ,SAM,0.6913580247
CA,1.5,5,6,Srel,1QZZ,SAM,0.774382716
CA,1.5,5,6,Tanimoto,1QZZ,SAM,0.774382716
CA,1.5,5,6,GO,1QZZ,SAM,0.6820987654
CA,1.5,5,6,aaScore08,1QZZ,SAM,0.7864197531
CA,1.5,5,6,aaScore05,1QZZ,SAM,0.7851851852
CA,1.5,5,6,SrelScore08,1QZZ,SAM,0.7777777778
CA,1.5,5,6,SrelScore05,1QZZ,SAM,0.7694444444
CA,1.5,5,6,SOScore08,1QZZ,SAM,0.6990740741
CA,1.5,5,6,SOScore05,1QZZ,SAM,0.6984567901
CA,1.5,5,6,RMSD,1CMC,SAM,0.7262345679
CA,1.5,5,6,SO,1CMC,SAM,0.4709876543
CA,1.5,5,6,Srel,1CMC,SAM,0.4709876543
CA,1.5,5,6,Tanimoto,1CMC,SAM,0.4709876543
CA,1.5,5,6,GO,1CMC,SAM,0.6416666667
CA,1.5,5,6,aaScore08,1CMC,SAM,0.5666666667
CA,1.5,5,6,aaScore05,1CMC,SAM,0.5682098765
CA,1.5,5,6,SrelScore08,1CMC,SAM,0.4811728395
CA,1.5,5,6,SrelScore05,1CMC,SAM,0.5299382716
CA,1.5,5,6,SOScore08,1CMC,SAM,0.4793209877
CA,1.5,5,6,SOScore05,1CMC,SAM,0.5268518519
CA,1.5,5,6,RMSD,1MSK,SAM,0.4675925926
CA,1.5,5,6,SO,1MSK,SAM,0.6114197531
CA,1.5,5,6,Srel,1MSK,SAM,0.6456790123
CA,1.5,5,6,Tanimoto,1MSK,SAM,0.6456790123
CA,1.5,5,6,GO,1MSK,SAM,0.5427469136
CA,1.5,5,6,aaScore08,1MSK,SAM,0.7805555556
CA,1.5,5,6,aaScore05,1MSK,SAM,0.7848765432
CA,1.5,5,6,SrelScore08,1MSK,SAM,0.6141975309
CA,1.5,5,6,SrelScore05,1MSK,SAM,0.5924382716
CA,1.5,5,6,SOScore08,1MSK,SAM,0.5783950617
CA,1.5,5,6,SOScore05,1MSK,SAM,0.5555555556
CA,1.5,5,6,RMSD,1NW3,SAM,0.3435185185
CA,1.5,5,6,SO,1NW3,SAM,0.7740740741
CA,1.5,5,6,Srel,1NW3,SAM,0.9472222222
CA,1.5,5,6,Tanimoto,1NW3,SAM,0.9472222222
CA,1.5,5,6,GO,1NW3,SAM,0.6848765432
CA,1.5,5,6,aaScore08,1NW3,SAM,0.9061728395
CA,1.5,5,6,aaScore05,1NW3,SAM,0.8728395062
CA,1.5,5,6,SrelScore08,1NW3,SAM,0.9419753086
CA,1.5,5,6,SrelScore05,1NW3,SAM,0.8925925926
CA,1.5,5,6,SOScore08,1NW3,SAM,0.7716049383
CA,1.5,5,6,SOScore05,1NW3,SAM,0.7734567901
CA,1.5,5,6,RMSD,1EIZ,SAM,0.5135802469
CA,1.5,5,6,SO,1EIZ,SAM,0.6364197531
CA,1.5,5,6,Srel,1EIZ,SAM,0.7441358025
CA,1.5,5,6,Tanimoto,1EIZ,SAM,0.7441358025
CA,1.5,5,6,GO,1EIZ,SAM,0.7080246914
CA,1.5,5,6,aaScore08,1EIZ,SAM,0.7333333333
CA,1.5,5,6,aaScore05,1EIZ,SAM,0.7061728395
CA,1.5,5,6,SrelScore08,1EIZ,SAM,0.737037037
CA,1.5,5,6,SrelScore05,1EIZ,SAM,0.7382716049
CA,1.5,5,6,SOScore08,1EIZ,SAM,0.6552469136
CA,1.5,5,6,SOScore05,1EIZ,SAM,0.6947530864
CA,1.5,5,6,RMSD,1NT2,SAM,0.4444444444
CA,1.5,5,6,SO,1NT2,SAM,0.6354938272
CA,1.5,5,6,Srel,1NT2,SAM,0.8188271605
CA,1.5,5,6,Tanimoto,1NT2,SAM,0.8188271605
CA,1.5,5,6,GO,1NT2,SAM,0.7135802469
CA,1.5,5,6,aaScore08,1NT2,SAM,0.8108024691
CA,1.5,5,6,aaScore05,1NT2,SAM,0.7978395062
CA,1.5,5,6,SrelScore08,1NT2,SAM,0.8382716049
CA,1.5,5,6,SrelScore05,1NT2,SAM,0.8268518519
CA,1.5,5,6,SOScore08,1NT2,SAM,0.6574074074
CA,1.5,5,6,SOScore05,1NT2,SAM,0.6820987654
CA,1.5,5,6,RMSD,1CL1,LLP,0.4
CA,1.5,5,6,SO,1CL1,LLP,0.6
CA,1.5,5,6,Srel,1CL1,LLP,0.8108024691
CA,1.5,5,6,Tanimoto,1CL1,LLP,0.8108024691
CA,1.5,5,6,GO,1CL1,LLP,0.7865740741
CA,1.5,5,6,aaScore08,1CL1,LLP,0.8598765432
CA,1.5,5,6,aaScore05,1CL1,LLP,0.8308641975
CA,1.5,5,6,SrelScore08,1CL1,LLP,0.825462963
CA,1.5,5,6,SrelScore05,1CL1,LLP,0.837037037
CA,1.5,5,6,SOScore08,1CL1,LLP,0.6342592593
CA,1.5,5,6,SOScore05,1CL1,LLP,0.700617284
CA,1.5,5,6,RMSD,1A8I,LLP,0.487037037
CA,1.5,5,6,SO,1A8I,LLP,0.4540123457
CA,1.5,5,6,Srel,1A8I,LLP,0.4935185185
CA,1.5,5,6,Tanimoto,1A8I,LLP,0.4935185185
CA,1.5,5,6,GO,1A8I,LLP,0.6841049383
CA,1.5,5,6,aaScore08,1A8I,LLP,0.7424382716
CA,1.5,5,6,aaScore05,1A8I,LLP,0.724382716
CA,1.5,5,6,SrelScore08,1A8I,LLP,0.525617284
CA,1.5,5,6,SrelScore05,1A8I,LLP,0.6179012346
CA,1.5,5,6,SOScore08,1A8I,LLP,0.4895061728
CA,1.5,5,6,SOScore05,1A8I,LLP,0.5675925926
CA,1.5,5,6,RMSD,1JG8,LLP,0.4632716049
CA,1.5,5,6,SO,1JG8,LLP,0.7487654321
CA,1.5,5,6,Srel,1JG8,LLP,0.8669753086
CA,1.5,5,6,Tanimoto,1JG8,LLP,0.8669753086
CA,1.5,5,6,GO,1JG8,LLP,0.6895061728
CA,1.5,5,6,aaScore08,1JG8,LLP,0.9098765432
CA,1.5,5,6,aaScore05,1JG8,LLP,0.9086419753
CA,1.5,5,6,SrelScore08,1JG8,LLP,0.8530864198
CA,1.5,5,6,SrelScore05,1JG8,LLP,0.8203703704
CA,1.5,5,6,SOScore08,1JG8,LLP,0.7484567901
CA,1.5,5,6,SOScore05,1JG8,LLP,0.7515432099
CA,1.5,5,6,RMSD,1BW0,LLP,0.4790123457
CA,1.5,5,6,SO,1BW0,LLP,0.7802469136
CA,1.5,5,6,Srel,1BW0,LLP,0.7787037037
CA,1.5,5,6,Tanimoto,1BW0,LLP,0.7787037037
CA,1.5,5,6,GO,1BW0,LLP,0.825617284
CA,1.5,5,6,aaScore08,1BW0,LLP,0.9064814815
CA,1.5,5,6,aaScore05,1BW0,LLP,0.8936728395
CA,1.5,5,6,SrelScore08,1BW0,LLP,0.800462963
CA,1.5,5,6,SrelScore05,1BW0,LLP,0.8549382716
CA,1.5,5,6,SOScore08,1BW0,LLP,0.8111111111
CA,1.5,5,6,SOScore05,1BW0,LLP,0.85
CA,1.5,5,6,RMSD,1IUG,LLP,0.537037037
CA,1.5,5,6,SO,1IUG,LLP,0.6901234568
CA,1.5,5,6,Srel,1IUG,LLP,0.8101851852
CA,1.5,5,6,Tanimoto,1IUG,LLP,0.8101851852
CA,1.5,5,6,GO,1IUG,LLP,0.8407407407
CA,1.5,5,6,aaScore08,1IUG,LLP,0.8385802469
CA,1.5,5,6,aaScore05,1IUG,LLP,0.8080246914
CA,1.5,5,6,SrelScore08,1IUG,LLP,0.8290123457
CA,1.5,5,6,SrelScore05,1IUG,LLP,0.8709876543
CA,1.5,5,6,SOScore08,1IUG,LLP,0.7237654321
CA,1.5,5,6,SOScore05,1IUG,LLP,0.7651234568
CA,1.5,5,6,RMSD,1J04,LLP,0.5648148148
CA,1.5,5,6,SO,1J04,LLP,0.649382716
CA,1.5,5,6,Srel,1J04,LLP,0.775308642
CA,1.5,5,6,Tanimoto,1J04,LLP,0.775308642
CA,1.5,5,6,GO,1J04,LLP,0.8111111111
CA,1.5,5,6,aaScore08,1J04,LLP,0.837037037
CA,1.5,5,6,aaScore05,1J04,LLP,0.8024691358
CA,1.5,5,6,SrelScore08,1J04,LLP,0.7901234568
CA,1.5,5,6,SrelScore05,1J04,LLP,0.8111111111
CA,1.5,5,6,SOScore08,1J04,LLP,0.6614197531
CA,1.5,5,6,SOScore05,1J04,LLP,0.7154320988
CA,1.5,5,6,RMSD,1BJW,LLP,0.5842592593
CA,1.5,5,6,SO,1BJW,LLP,0.5287037037
CA,1.5,5,6,Srel,1BJW,LLP,0.6739197531
CA,1.5,5,6,Tanimoto,1BJW,LLP,0.6739197531
CA,1.5,5,6,GO,1BJW,LLP,0.6084876543
CA,1.5,5,6,aaScore08,1BJW,LLP,0.7776234568
CA,1.5,5,6,aaScore05,1BJW,LLP,0.7726851852
CA,1.5,5,6,SrelScore08,1BJW,LLP,0.6706790123
CA,1.5,5,6,SrelScore05,1BJW,LLP,0.6685185185
CA,1.5,5,6,SOScore08,1BJW,LLP,0.5288580247
CA,1.5,5,6,SOScore05,1BJW,LLP,0.5541666667
CA,1.5,5,6,RMSD,1D7K,LLP,0.6220679012
CA,1.5,5,6,SO,1D7K,LLP,0.3561728395
CA,1.5,5,6,Srel,1D7K,LLP,0.4765432099
CA,1.5,5,6,Tanimoto,1D7K,LLP,0.4765432099
CA,1.5,5,6,GO,1D7K,LLP,0.6979938272
CA,1.5,5,6,aaScore08,1D7K,LLP,0.6487654321
CA,1.5,5,6,aaScore05,1D7K,LLP,0.6444444444
CA,1.5,5,6,SrelScore08,1D7K,LLP,0.5148148148
CA,1.5,5,6,SrelScore05,1D7K,LLP,0.6043209877
CA,1.5,5,6,SOScore08,1D7K,LLP,0.3660493827
CA,1.5,5,6,SOScore05,1D7K,LLP,0.4137345679
CA,1.5,5,6,RMSD,1AX4,LLP,0.450308642
CA,1.5,5,6,SO,1AX4,LLP,0.5654320988
CA,1.5,5,6,Srel,1AX4,LLP,0.7382716049
CA,1.5,5,6,Tanimoto,1AX4,LLP,0.7382716049
CA,1.5,5,6,GO,1AX4,LLP,0.687962963
CA,1.5,5,6,aaScore08,1AX4,LLP,0.7865740741
CA,1.5,5,6,aaScore05,1AX4,LLP,0.762654321
CA,1.5,5,6,SrelScore08,1AX4,LLP,0.7327160494
CA,1.5,5,6,SrelScore05,1AX4,LLP,0.7364197531
CA,1.5,5,6,SOScore08,1AX4,LLP,0.5737654321
CA,1.5,5,6,SOScore05,1AX4,LLP,0.5929012346
CA,1.5,5,6,RMSD,1CS1,LLP,0.4083333333
CA,1.5,5,6,SO,1CS1,LLP,0.5983024691
CA,1.5,5,6,Srel,1CS1,LLP,0.8287037037
CA,1.5,5,6,Tanimoto,1CS1,LLP,0.8287037037
CA,1.5,5,6,GO,1CS1,LLP,0.8845679012
