Atomtypes,Cuttoff,Ncliques,Distance,Median(Score),Code,Class,AUC,Percent
CA_GRE,1.5,5,6,Srel,2A5F,NAD,0.4319327731,0.0407070707
CA_GRE,1.5,5,6,Tanimoto,2A5F,NAD,0.4319327731,0.0407070707
CA_GRE,1.5,5,6,GO,2A5F,NAD,0.7142857143,0.0407070707
CA_GRE,1.5,5,6,aaScore08,2A5F,NAD,0.4508403361,0.0407070707
CA_GRE,1.5,5,6,aaScore05,2A5F,NAD,0.3957983193,0.0407070707
CA_GRE,1.5,5,6,SrelScore08,2A5F,NAD,0.4613445378,0.0407070707
CA_GRE,1.5,5,6,SrelScore05,2A5F,NAD,0.5394957983,0.0407070707
CA_GRE,1.5,5,6,SOScore08,2A5F,NAD,0.3903361345,0.0407070707
CA_GRE,1.5,5,6,SOScore05,2A5F,NAD,0.4777310924,0.0407070707
CA_GRE,1.5,5,6,RMSD,1OG3,NAD,0.3907563025,0.0407070707
CA_GRE,1.5,5,6,SO,1OG3,NAD,0.3445378151,0.0407070707
CA_GRE,1.5,5,6,Srel,1OG3,NAD,0.4840336134,0.0407070707
CA_GRE,1.5,5,6,Tanimoto,1OG3,NAD,0.4840336134,0.0407070707
CA_GRE,1.5,5,6,GO,1OG3,NAD,0.6483193277,0.0407070707
CA_GRE,1.5,5,6,aaScore08,1OG3,NAD,0.6222689076,0.0407070707
CA_GRE,1.5,5,6,aaScore05,1OG3,NAD,0.6012605042,0.0407070707
CA_GRE,1.5,5,6,SrelScore08,1OG3,NAD,0.4848739496,0.0407070707
CA_GRE,1.5,5,6,SrelScore05,1OG3,NAD,0.4907563025,0.0407070707
CA_GRE,1.5,5,6,SOScore08,1OG3,NAD,0.3584033613,0.0407070707
CA_GRE,1.5,5,6,SOScore05,1OG3,NAD,0.3760504202,0.0407070707
CA_GRE,1.5,5,6,RMSD,1S7G,NAD,0.4268907563,0.0407070707
CA_GRE,1.5,5,6,SO,1S7G,NAD,0.3168067227,0.0407070707
CA_GRE,1.5,5,6,Srel,1S7G,NAD,0.5243697479,0.0407070707
CA_GRE,1.5,5,6,Tanimoto,1S7G,NAD,0.5243697479,0.0407070707
CA_GRE,1.5,5,6,GO,1S7G,NAD,0.5180672269,0.0407070707
CA_GRE,1.5,5,6,aaScore08,1S7G,NAD,0.6008403361,0.0407070707
CA_GRE,1.5,5,6,aaScore05,1S7G,NAD,0.587394958,0.0407070707
CA_GRE,1.5,5,6,SrelScore08,1S7G,NAD,0.5235294118,0.0407070707
CA_GRE,1.5,5,6,SrelScore05,1S7G,NAD,0.5294117647,0.0407070707
CA_GRE,1.5,5,6,SOScore08,1S7G,NAD,0.3201680672,0.0407070707
CA_GRE,1.5,5,6,SOScore05,1S7G,NAD,0.3361344538,0.0407070707
CA_GRE,1.5,5,6,RMSD,1QAX,NAD,0.4348739496,0.0407070707
CA_GRE,1.5,5,6,SO,1QAX,NAD,0.206302521,0.0407070707
CA_GRE,1.5,5,6,Srel,1QAX,NAD,0.4743697479,0.0407070707
CA_GRE,1.5,5,6,Tanimoto,1QAX,NAD,0.4743697479,0.0407070707
CA_GRE,1.5,5,6,GO,1QAX,NAD,0.5592436975,0.0407070707
CA_GRE,1.5,5,6,aaScore08,1QAX,NAD,0.5659663866,0.0407070707
CA_GRE,1.5,5,6,aaScore05,1QAX,NAD,0.5340336134,0.0407070707
CA_GRE,1.5,5,6,SrelScore08,1QAX,NAD,0.4768907563,0.0407070707
CA_GRE,1.5,5,6,SrelScore05,1QAX,NAD,0.5058823529,0.0407070707
CA_GRE,1.5,5,6,SOScore08,1QAX,NAD,0.2155462185,0.0407070707
CA_GRE,1.5,5,6,SOScore05,1QAX,NAD,0.2584033613,0.0407070707
CA_GRE,1.5,5,6,RMSD,1T2D,NAD,0.4659663866,0.0407070707
CA_GRE,1.5,5,6,SO,1T2D,NAD,0.3651260504,0.0407070707
CA_GRE,1.5,5,6,Srel,1T2D,NAD,0.5760504202,0.0407070707
CA_GRE,1.5,5,6,Tanimoto,1T2D,NAD,0.5760504202,0.0407070707
CA_GRE,1.5,5,6,GO,1T2D,NAD,0.4533613445,0.0407070707
CA_GRE,1.5,5,6,aaScore08,1T2D,NAD,0.5638655462,0.0407070707
CA_GRE,1.5,5,6,aaScore05,1T2D,NAD,0.6046218487,0.0407070707
CA_GRE,1.5,5,6,SrelScore08,1T2D,NAD,0.5651260504,0.0407070707
CA_GRE,1.5,5,6,SrelScore05,1T2D,NAD,0.5411764706,0.0407070707
CA_GRE,1.5,5,6,SOScore08,1T2D,NAD,0.3609243697,0.0407070707
CA_GRE,1.5,5,6,SOScore05,1T2D,NAD,0.3298319328,0.0407070707
CA_GRE,1.5,5,6,RMSD,1MI3,NAD,0.4537815126,0.0407070707
CA_GRE,1.5,5,6,SO,1MI3,NAD,0.2760504202,0.0407070707
CA_GRE,1.5,5,6,Srel,1MI3,NAD,0.5088235294,0.0407070707
CA_GRE,1.5,5,6,Tanimoto,1MI3,NAD,0.5088235294,0.0407070707
CA_GRE,1.5,5,6,GO,1MI3,NAD,0.4836134454,0.0407070707
CA_GRE,1.5,5,6,aaScore08,1MI3,NAD,0.5806722689,0.0407070707
CA_GRE,1.5,5,6,aaScore05,1MI3,NAD,0.5932773109,0.0407070707
CA_GRE,1.5,5,6,SrelScore08,1MI3,NAD,0.5084033613,0.0407070707
CA_GRE,1.5,5,6,SrelScore05,1MI3,NAD,0.5113445378,0.0407070707
CA_GRE,1.5,5,6,SOScore08,1MI3,NAD,0.2773109244,0.0407070707
CA_GRE,1.5,5,6,SOScore05,1MI3,NAD,0.2806722689,0.0407070707
CA_GRE,1.5,5,6,RMSD,1IB0,NAD,0.2852941176,0.0407070707
CA_GRE,1.5,5,6,SO,1IB0,NAD,0.3369747899,0.0407070707
CA_GRE,1.5,5,6,Srel,1IB0,NAD,0.4987394958,0.0407070707
CA_GRE,1.5,5,6,Tanimoto,1IB0,NAD,0.4987394958,0.0407070707
CA_GRE,1.5,5,6,GO,1IB0,NAD,0.5327731092,0.0407070707
CA_GRE,1.5,5,6,aaScore08,1IB0,NAD,0.7386554622,0.0407070707
CA_GRE,1.5,5,6,aaScore05,1IB0,NAD,0.731512605,0.0407070707
CA_GRE,1.5,5,6,SrelScore08,1IB0,NAD,0.4983193277,0.0407070707
CA_GRE,1.5,5,6,SrelScore05,1IB0,NAD,0.5407563025,0.0407070707
CA_GRE,1.5,5,6,SOScore08,1IB0,NAD,0.3327731092,0.0407070707
CA_GRE,1.5,5,6,SOScore05,1IB0,NAD,0.3403361345,0.0407070707
CA_GRE,1.5,5,6,RMSD,1TOX,NAD,0.4193277311,0.0407070707
CA_GRE,1.5,5,6,SO,1TOX,NAD,0.3273109244,0.0407070707
CA_GRE,1.5,5,6,Srel,1TOX,NAD,0.5731092437,0.0407070707
CA_GRE,1.5,5,6,Tanimoto,1TOX,NAD,0.5731092437,0.0407070707
CA_GRE,1.5,5,6,GO,1TOX,NAD,0.6193277311,0.0407070707
CA_GRE,1.5,5,6,aaScore08,1TOX,NAD,0.587394958,0.0407070707
CA_GRE,1.5,5,6,aaScore05,1TOX,NAD,0.5571428571,0.0407070707
CA_GRE,1.5,5,6,SrelScore08,1TOX,NAD,0.581512605,0.0407070707
CA_GRE,1.5,5,6,SrelScore05,1TOX,NAD,0.5962184874,0.0407070707
CA_GRE,1.5,5,6,SOScore08,1TOX,NAD,0.3285714286,0.0407070707
CA_GRE,1.5,5,6,SOScore05,1TOX,NAD,0.3714285714,0.0407070707
CA_GRE,1.5,5,6,RMSD,1RLZ,NAD,0.4193277311,0.0407070707
CA_GRE,1.5,5,6,SO,1RLZ,NAD,0.5096638655,0.0407070707
CA_GRE,1.5,5,6,Srel,1RLZ,NAD,0.5449579832,0.0407070707
CA_GRE,1.5,5,6,Tanimoto,1RLZ,NAD,0.5449579832,0.0407070707
CA_GRE,1.5,5,6,GO,1RLZ,NAD,0.524789916,0.0407070707
CA_GRE,1.5,5,6,aaScore08,1RLZ,NAD,0.6067226891,0.0407070707
CA_GRE,1.5,5,6,aaScore05,1RLZ,NAD,0.6084033613,0.0407070707
CA_GRE,1.5,5,6,SrelScore08,1RLZ,NAD,0.556302521,0.0407070707
CA_GRE,1.5,5,6,SrelScore05,1RLZ,NAD,0.5491596639,0.0407070707
CA_GRE,1.5,5,6,SOScore08,1RLZ,NAD,0.4802521008,0.0407070707
CA_GRE,1.5,5,6,SOScore05,1RLZ,NAD,0.4861344538,0.0407070707
CA_GRE,1.5,5,6,RMSD,2NPX,NAD,0.5558823529,0.0407070707
CA_GRE,1.5,5,6,SO,2NPX,NAD,0.3012605042,0.0407070707
CA_GRE,1.5,5,6,Srel,2NPX,NAD,0.4819327731,0.0407070707
CA_GRE,1.5,5,6,Tanimoto,2NPX,NAD,0.4819327731,0.0407070707
CA_GRE,1.5,5,6,GO,2NPX,NAD,0.5693277311,0.0407070707
CA_GRE,1.5,5,6,aaScore08,2NPX,NAD,0.4634453782,0.0407070707
CA_GRE,1.5,5,6,aaScore05,2NPX,NAD,0.4516806723,0.0407070707
CA_GRE,1.5,5,6,SrelScore08,2NPX,NAD,0.5075630252,0.0407070707
CA_GRE,1.5,5,6,SrelScore05,2NPX,NAD,0.5441176471,0.0407070707
CA_GRE,1.5,5,6,SOScore08,2NPX,NAD,0.3130252101,0.0407070707
CA_GRE,1.5,5,6,SOScore05,2NPX,NAD,0.3306722689,0.0407070707
CA_GRE,1.5,5,6,RMSD,1MEW,NAD,0.5726890756,0.0407070707
CA_GRE,1.5,5,6,SO,1MEW,NAD,0.4390756303,0.0407070707
CA_GRE,1.5,5,6,Srel,1MEW,NAD,0.3865546218,0.0407070707
CA_GRE,1.5,5,6,Tanimoto,1MEW,NAD,0.3865546218,0.0407070707
CA_GRE,1.5,5,6,GO,1MEW,NAD,0.493697479,0.0407070707
CA_GRE,1.5,5,6,aaScore08,1MEW,NAD,0.4453781513,0.0407070707
CA_GRE,1.5,5,6,aaScore05,1MEW,NAD,0.4340336134,0.0407070707
CA_GRE,1.5,5,6,SrelScore08,1MEW,NAD,0.3878151261,0.0407070707
CA_GRE,1.5,5,6,SrelScore05,1MEW,NAD,0.3932773109,0.0407070707
CA_GRE,1.5,5,6,SOScore08,1MEW,NAD,0.4449579832,0.0407070707
CA_GRE,1.5,5,6,SOScore05,1MEW,NAD,0.4516806723,0.0407070707
CA_GRE,1.5,5,6,RMSD,1EJ2,NAD,0.3617647059,0.0407070707
CA_GRE,1.5,5,6,SO,1EJ2,NAD,0.3420168067,0.0407070707
CA_GRE,1.5,5,6,Srel,1EJ2,NAD,0.6033613445,0.0407070707
CA_GRE,1.5,5,6,Tanimoto,1EJ2,NAD,0.6033613445,0.0407070707
CA_GRE,1.5,5,6,GO,1EJ2,NAD,0.6466386555,0.0407070707
CA_GRE,1.5,5,6,aaScore08,1EJ2,NAD,0.6264705882,0.0407070707
CA_GRE,1.5,5,6,aaScore05,1EJ2,NAD,0.574789916,0.0407070707
CA_GRE,1.5,5,6,SrelScore08,1EJ2,NAD,0.6210084034,0.0407070707
CA_GRE,1.5,5,6,SrelScore05,1EJ2,NAD,0.6722689076,0.0407070707
CA_GRE,1.5,5,6,SOScore08,1EJ2,NAD,0.3554621849,0.0407070707
CA_GRE,1.5,5,6,SOScore05,1EJ2,NAD,0.3974789916,0.0407070707
CA_GRE,1.5,5,6,RMSD,1O04,NAD,0.374789916,0.0407070707
CA_GRE,1.5,5,6,SO,1O04,NAD,0.3092436975,0.0407070707
CA_GRE,1.5,5,6,Srel,1O04,NAD,0.5050420168,0.0407070707
CA_GRE,1.5,5,6,Tanimoto,1O04,NAD,0.5050420168,0.0407070707
CA_GRE,1.5,5,6,GO,1O04,NAD,0.5058823529,0.0407070707
CA_GRE,1.5,5,6,aaScore08,1O04,NAD,0.6550420168,0.0407070707
CA_GRE,1.5,5,6,aaScore05,1O04,NAD,0.6424369748,0.0407070707
CA_GRE,1.5,5,6,SrelScore08,1O04,NAD,0.5058823529,0.0407070707
CA_GRE,1.5,5,6,SrelScore05,1O04,NAD,0.5046218487,0.0407070707
CA_GRE,1.5,5,6,SOScore08,1O04,NAD,0.3159663866,0.0407070707
CA_GRE,1.5,5,6,SOScore05,1O04,NAD,0.3176470588,0.0407070707
CA_GRE,1.5,5,6,RMSD,1JQ5,NAD,0.4932773109,0.0407070707
CA_GRE,1.5,5,6,SO,1JQ5,NAD,0.2869747899,0.0407070707
CA_GRE,1.5,5,6,Srel,1JQ5,NAD,0.5163865546,0.0407070707
CA_GRE,1.5,5,6,Tanimoto,1JQ5,NAD,0.5163865546,0.0407070707
CA_GRE,1.5,5,6,GO,1JQ5,NAD,0.4714285714,0.0407070707
CA_GRE,1.5,5,6,aaScore08,1JQ5,NAD,0.5147058824,0.0407070707
CA_GRE,1.5,5,6,aaScore05,1JQ5,NAD,0.5058823529,0.0407070707
CA_GRE,1.5,5,6,SrelScore08,1JQ5,NAD,0.5096638655,0.0407070707
CA_GRE,1.5,5,6,SrelScore05,1JQ5,NAD,0.5285714286,0.0407070707
CA_GRE,1.5,5,6,SOScore08,1JQ5,NAD,0.2756302521,0.0407070707
CA_GRE,1.5,5,6,SOScore05,1JQ5,NAD,0.274789916,0.0407070707
CA_GRE,1.5,5,6,RMSD,1LBY,PO4,0.3434210526,0.0407070707
CA_GRE,1.5,5,6,SO,1LBY,PO4,0.2664473684,0.0407070707
CA_GRE,1.5,5,6,Srel,1LBY,PO4,0.6898026316,0.0407070707
CA_GRE,1.5,5,6,Tanimoto,1LBY,PO4,0.6898026316,0.0407070707
CA_GRE,1.5,5,6,GO,1LBY,PO4,0.4138157895,0.0407070707
CA_GRE,1.5,5,6,aaScore08,1LBY,PO4,0.3950657895,0.0407070707
CA_GRE,1.5,5,6,aaScore05,1LBY,PO4,0.4032894737,0.0407070707
CA_GRE,1.5,5,6,SrelScore08,1LBY,PO4,0.6888157895,0.0407070707
CA_GRE,1.5,5,6,SrelScore05,1LBY,PO4,0.6845394737,0.0407070707
CA_GRE,1.5,5,6,SOScore08,1LBY,PO4,0.2641447368,0.0407070707
CA_GRE,1.5,5,6,SOScore05,1LBY,PO4,0.2664473684,0.0407070707
CA_GRE,1.5,5,6,RMSD,1EUC,PO4,0.4506578947,0.0407070707
CA_GRE,1.5,5,6,SO,1EUC,PO4,0.3845394737,0.0407070707
CA_GRE,1.5,5,6,Srel,1EUC,PO4,0.6842105263,0.0407070707
CA_GRE,1.5,5,6,Tanimoto,1EUC,PO4,0.6842105263,0.0407070707
CA_GRE,1.5,5,6,GO,1EUC,PO4,0.4269736842,0.0407070707
CA_GRE,1.5,5,6,aaScore08,1EUC,PO4,0.2361842105,0.0407070707
CA_GRE,1.5,5,6,aaScore05,1EUC,PO4,0.2401315789,0.0407070707
CA_GRE,1.5,5,6,SrelScore08,1EUC,PO4,0.6842105263,0.0407070707
CA_GRE,1.5,5,6,SrelScore05,1EUC,PO4,0.6799342105,0.0407070707
CA_GRE,1.5,5,6,SOScore08,1EUC,PO4,0.3960526316,0.0407070707
CA_GRE,1.5,5,6,SOScore05,1EUC,PO4,0.4072368421,0.0407070707
CA_GRE,1.5,5,6,RMSD,1DAK,PO4,0.6792763158,0.0407070707
CA_GRE,1.5,5,6,SO,1DAK,PO4,0.5819078947,0.0407070707
CA_GRE,1.5,5,6,Srel,1DAK,PO4,0.7710526316,0.0407070707
CA_GRE,1.5,5,6,Tanimoto,1DAK,PO4,0.7710526316,0.0407070707
CA_GRE,1.5,5,6,GO,1DAK,PO4,0.4450657895,0.0407070707
CA_GRE,1.5,5,6,aaScore08,1DAK,PO4,0.2651315789,0.0407070707
CA_GRE,1.5,5,6,aaScore05,1DAK,PO4,0.2914473684,0.0407070707
CA_GRE,1.5,5,6,SrelScore08,1DAK,PO4,0.7575657895,0.0407070707
CA_GRE,1.5,5,6,SrelScore05,1DAK,PO4,0.725,0.0407070707
CA_GRE,1.5,5,6,SOScore08,1DAK,PO4,0.5736842105,0.0407070707
CA_GRE,1.5,5,6,SOScore05,1DAK,PO4,0.5598684211,0.0407070707
CA_GRE,1.5,5,6,RMSD,1FBT,PO4,0.4546052632,0.0407070707
CA_GRE,1.5,5,6,SO,1FBT,PO4,0.1703947368,0.0407070707
CA_GRE,1.5,5,6,Srel,1FBT,PO4,0.6723684211,0.0407070707
CA_GRE,1.5,5,6,Tanimoto,1FBT,PO4,0.6723684211,0.0407070707
CA_GRE,1.5,5,6,GO,1FBT,PO4,0.4486842105,0.0407070707
CA_GRE,1.5,5,6,aaScore08,1FBT,PO4,0.2424342105,0.0407070707
CA_GRE,1.5,5,6,aaScore05,1FBT,PO4,0.2470394737,0.0407070707
CA_GRE,1.5,5,6,SrelScore08,1FBT,PO4,0.6713815789,0.0407070707
CA_GRE,1.5,5,6,SrelScore05,1FBT,PO4,0.6631578947,0.0407070707
CA_GRE,1.5,5,6,SOScore08,1FBT,PO4,0.1726973684,0.0407070707
CA_GRE,1.5,5,6,SOScore05,1FBT,PO4,0.1759868421,0.0407070707
CA_GRE,1.5,5,6,RMSD,1D1Q,PO4,0.7273026316,0.0407070707
CA_GRE,1.5,5,6,SO,1D1Q,PO4,0.7032894737,0.0407070707
CA_GRE,1.5,5,6,Srel,1D1Q,PO4,0.8161184211,0.0407070707
CA_GRE,1.5,5,6,Tanimoto,1D1Q,PO4,0.8161184211,0.0407070707
CA_GRE,1.5,5,6,GO,1D1Q,PO4,0.5970394737,0.0407070707
CA_GRE,1.5,5,6,aaScore08,1D1Q,PO4,0.1592105263,0.0407070707
CA_GRE,1.5,5,6,aaScore05,1D1Q,PO4,0.1588815789,0.0407070707
CA_GRE,1.5,5,6,SrelScore08,1D1Q,PO4,0.8276315789,0.0407070707
CA_GRE,1.5,5,6,SrelScore05,1D1Q,PO4,0.8348684211,0.0407070707
CA_GRE,1.5,5,6,SOScore08,1D1Q,PO4,0.6944078947,0.0407070707
CA_GRE,1.5,5,6,SOScore05,1D1Q,PO4,0.6990131579,0.0407070707
CA_GRE,1.5,5,6,RMSD,1B8O,PO4,0.4463815789,0.0407070707
CA_GRE,1.5,5,6,SO,1B8O,PO4,0.3592105263,0.0407070707
CA_GRE,1.5,5,6,Srel,1B8O,PO4,0.6789473684,0.0407070707
CA_GRE,1.5,5,6,Tanimoto,1B8O,PO4,0.6789473684,0.0407070707
CA_GRE,1.5,5,6,GO,1B8O,PO4,0.5253289474,0.0407070707
CA_GRE,1.5,5,6,aaScore08,1B8O,PO4,0.2424342105,0.0407070707
CA_GRE,1.5,5,6,aaScore05,1B8O,PO4,0.2296052632,0.0407070707
CA_GRE,1.5,5,6,SrelScore08,1B8O,PO4,0.6799342105,0.0407070707
CA_GRE,1.5,5,6,SrelScore05,1B8O,PO4,0.6773026316,0.0407070707
CA_GRE,1.5,5,6,SOScore08,1B8O,PO4,0.3884868421,0.0407070707
CA_GRE,1.5,5,6,SOScore05,1B8O,PO4,0.4233552632,0.0407070707
CA_GRE,1.5,5,6,RMSD,1HO5,PO4,0.2736842105,0.0407070707
CA_GRE,1.5,5,6,SO,1HO5,PO4,0.0407894737,0.0407070707
CA_GRE,1.5,5,6,Srel,1HO5,PO4,0.4154605263,0.0407070707
CA_GRE,1.5,5,6,Tanimoto,1HO5,PO4,0.4154605263,0.0407070707
CA_GRE,1.5,5,6,GO,1HO5,PO4,0.3657894737,0.0407070707
CA_GRE,1.5,5,6,aaScore08,1HO5,PO4,0.1756578947,0.0407070707
CA_GRE,1.5,5,6,aaScore05,1HO5,PO4,0.18125,0.0407070707
CA_GRE,1.5,5,6,SrelScore08,1HO5,PO4,0.4190789474,0.0407070707
CA_GRE,1.5,5,6,SrelScore05,1HO5,PO4,0.4203947368,0.0407070707
CA_GRE,1.5,5,6,SOScore08,1HO5,PO4,0.0286184211,0.0407070707
CA_GRE,1.5,5,6,SOScore05,1HO5,PO4,0.0726973684,0.0407070707
CA_GRE,1.5,5,6,RMSD,1TCO,PO4,0.2444078947,0.0407070707
CA_GRE,1.5,5,6,SO,1TCO,PO4,0.1648026316,0.0407070707
CA_GRE,1.5,5,6,Srel,1TCO,PO4,0.3092105263,0.0407070707
CA_GRE,1.5,5,6,Tanimoto,1TCO,PO4,0.3092105263,0.0407070707
CA_GRE,1.5,5,6,GO,1TCO,PO4,0.1529605263,0.0407070707
CA_GRE,1.5,5,6,aaScore08,1TCO,PO4,0.0924342105,0.0407070707
CA_GRE,1.5,5,6,aaScore05,1TCO,PO4,0.1032894737,0.0407070707
CA_GRE,1.5,5,6,SrelScore08,1TCO,PO4,0.3075657895,0.0407070707
CA_GRE,1.5,5,6,SrelScore05,1TCO,PO4,0.3,0.0407070707
CA_GRE,1.5,5,6,SOScore08,1TCO,PO4,0.1578947368,0.0407070707
CA_GRE,1.5,5,6,SOScore05,1TCO,PO4,0.1473684211,0.0407070707
CA_GRE,1.5,5,6,RMSD,1CQJ,PO4,0.4434210526,0.0407070707
CA_GRE,1.5,5,6,SO,1CQJ,PO4,0.2217105263,0.0407070707
CA_GRE,1.5,5,6,Srel,1CQJ,PO4,0.6815789474,0.0407070707
CA_GRE,1.5,5,6,Tanimoto,1CQJ,PO4,0.6815789474,0.0407070707
CA_GRE,1.5,5,6,GO,1CQJ,PO4,0.5013157895,0.0407070707
CA_GRE,1.5,5,6,aaScore08,1CQJ,PO4,0.2358552632,0.0407070707
CA_GRE,1.5,5,6,aaScore05,1CQJ,PO4,0.2273026316,0.0407070707
CA_GRE,1.5,5,6,SrelScore08,1CQJ,PO4,0.6815789474,0.0407070707
CA_GRE,1.5,5,6,SrelScore05,1CQJ,PO4,0.6799342105,0.0407070707
CA_GRE,1.5,5,6,SOScore08,1CQJ,PO4,0.2319078947,0.0407070707
CA_GRE,1.5,5,6,SOScore05,1CQJ,PO4,0.2667763158,0.0407070707
CA_GRE,1.5,5,6,RMSD,1L7M,PO4,0.6539473684,0.0407070707
